locus_tag	source_pgap	type_pgap	start_pgap	end_pgap	score_pgap	strand_pgap	phase_pgap	attributes_pgap	locus_tag	product_pgap	seed_ortholog_eggnog	evalue_eggnog	score_eggnog	eggNOG_OGs_eggnog	max_annot_lvl_eggnog	COG_category_eggnog	Description_eggnog	Preferred_name_eggnog	GOs_eggnog	EC_eggnog	KEGG_ko_eggnog	KEGG_Pathway_eggnog	KEGG_Module_eggnog	KEGG_Reaction_eggnog	KEGG_rclass_eggnog	BRITE_eggnog	KEGG_TC_eggnog	CAZy_eggnog	BiGG_Reaction_eggnog	PFAMs_eggnog	GenomeID_transapp	FID_transapp	Subfamily_transapp	Substrate/Function_transapp	ID_tcdb_org_transapp	KO_blastkoala	KO_definition_blastkoala
pgaptmp_002352	Protein Homology	CDS	2878007	2878537		-	0	ID=cds-pgaptmp_002352;Parent=gene-pgaptmp_002352;Name=extdb:pgaptmp_002352;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_005776789.1;locus_tag=pgaptmp_002352;product=hypothetical protein;protein_id=extdb:pgaptmp_002352;transl_table=11	pgaptmp_002352	hypothetical protein																											
pgaptmp_002353	Protein Homology	CDS	2878549	2878962		-	0	ID=cds-pgaptmp_002353;Parent=gene-pgaptmp_002353;Name=extdb:pgaptmp_002353;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_007667384.1;locus_tag=pgaptmp_002353;product=hypothetical protein;protein_id=extdb:pgaptmp_002353;transl_table=11	pgaptmp_002353	hypothetical protein	226186.BT_2304	5.55E-95	280	2AFR6@1|root,315T4@2|Bacteria,4PJZH@976|Bacteroidetes,2FTIW@200643|Bacteroidia,4ARK7@815|Bacteroidaceae	976|Bacteroidetes																						
pgaptmp_002354	Protein Homology	CDS	2878976	2879422		+	0	ID=cds-pgaptmp_002354;Parent=gene-pgaptmp_002354;Name=extdb:pgaptmp_002354;gbkey=CDS;gene=mobA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_005643552.1;locus_tag=pgaptmp_002354;product=conjugal transfer protein MobA;protein_id=extdb:pgaptmp_002354;transl_table=11	pgaptmp_002354	conjugal transfer protein MobA	471870.BACINT_04698	1.79E-96	281	2BXUM@1|root,30A1M@2|Bacteria,4NPKQ@976|Bacteroidetes,2FN79@200643|Bacteroidia,4AQE2@815|Bacteroidaceae	976|Bacteroidetes	S	non supervised orthologous group																				
pgaptmp_002355	Protein Homology	CDS	2879397	2880623		+	0	ID=cds-pgaptmp_002355;Parent=gene-pgaptmp_002355;Name=extdb:pgaptmp_002355;gbkey=CDS;gene=mobB;inference=COORDINATES: similar to AA sequence:RefSeq:WP_007754649.1;locus_tag=pgaptmp_002355;product=conjugal transfer protein MobB;protein_id=extdb:pgaptmp_002355;transl_table=11	pgaptmp_002355	conjugal transfer protein MobB	226186.BT_2305	3.02E-295	805	COG3843@1|root,COG3843@2|Bacteria,4NG66@976|Bacteroidetes,2FMZN@200643|Bacteroidia,4AMDR@815|Bacteroidaceae	976|Bacteroidetes	U	Relaxase mobilization nuclease domain protein													Relaxase							
pgaptmp_002356	Protein Homology	CDS	2880670	2882682		+	0	ID=cds-pgaptmp_002356;Parent=gene-pgaptmp_002356;Name=extdb:pgaptmp_002356;gbkey=CDS;gene=mobC;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004291482.1;locus_tag=pgaptmp_002356;product=conjugal transfer protein MobC;protein_id=extdb:pgaptmp_002356;transl_table=11	pgaptmp_002356	conjugal transfer protein MobC	226186.BT_2306	0	1332	COG3505@1|root,COG3505@2|Bacteria,4NFHI@976|Bacteroidetes,2FMIB@200643|Bacteroidia,4AKFZ@815|Bacteroidaceae	976|Bacteroidetes	U	COG COG3505 Type IV secretory pathway, VirD4 components													T4SS-DNA_transf,TraG-D_C,TrwB_AAD_bind,YWFCY							
pgaptmp_002357	Protein Homology	CDS	2882739	2883359		-	0	ID=cds-pgaptmp_002357;Parent=gene-pgaptmp_002357;Name=extdb:pgaptmp_002357;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_005800217.1;locus_tag=pgaptmp_002357;product=RteC domain-containing protein;protein_id=extdb:pgaptmp_002357;transl_table=11	pgaptmp_002357	RteC domain-containing protein	226186.BT_2307	1.85E-149	420	29TEE@1|root,3147W@2|Bacteria,4PIMG@976|Bacteroidetes,2FPD9@200643|Bacteroidia,4AQ9N@815|Bacteroidaceae	976|Bacteroidetes	S	Psort location Cytoplasmic, score 8.96													RteC							
pgaptmp_002358	Protein Homology	CDS	2883464	2884300		-	0	ID=cds-pgaptmp_002358;Parent=gene-pgaptmp_002358;Name=extdb:pgaptmp_002358;Ontology_term=GO:0006355,GO:0003700,GO:0043565;gbkey=CDS;go_function=DNA-binding transcription factor activity|0003700||IEA,sequence-specific DNA binding|0043565||IEA;go_process=regulation of DNA-templated transcription|0006355||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011108213.1;locus_tag=pgaptmp_002358;product=helix-turn-helix transcriptional regulator;protein_id=extdb:pgaptmp_002358;transl_table=11	pgaptmp_002358	helix-turn-helix transcriptional regulator	226186.BT_2308	3.2E-204	564	COG2207@1|root,COG2207@2|Bacteria,4P0H9@976|Bacteroidetes,2FQHY@200643|Bacteroidia,4AP0V@815|Bacteroidaceae	976|Bacteroidetes	K	Helix-turn-helix domain													HTH_18							
pgaptmp_002359	Protein Homology	CDS	2884341	2884622		-	0	ID=cds-pgaptmp_002359;Parent=gene-pgaptmp_002359;Name=extdb:pgaptmp_002359;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_005800220.1;locus_tag=pgaptmp_002359;product=hypothetical protein;protein_id=extdb:pgaptmp_002359;transl_table=11	pgaptmp_002359	hypothetical protein	226186.BT_2309	9.07E-64	194	2AFPS@1|root,315RI@2|Bacteria,4PJXC@976|Bacteroidetes,2FTCF@200643|Bacteroidia,4ARF5@815|Bacteroidaceae	976|Bacteroidetes																						
pgaptmp_002360	Protein Homology	CDS	2884699	2885211		-	0	ID=cds-pgaptmp_002360;Parent=gene-pgaptmp_002360;Name=extdb:pgaptmp_002360;Ontology_term=GO:0071453,GO:0003677;gbkey=CDS;go_function=DNA binding|0003677||IEA;go_process=cellular response to oxygen levels|0071453||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_005800221.1;locus_tag=pgaptmp_002360;product=IbrB-like domain-containing protein;protein_id=extdb:pgaptmp_002360;transl_table=11	pgaptmp_002360	IbrB-like domain-containing protein	226186.BT_2310	1.25E-118	339	COG1475@1|root,COG1475@2|Bacteria,4NHNB@976|Bacteroidetes,2FNE6@200643|Bacteroidia,4AMGA@815|Bacteroidaceae	976|Bacteroidetes	K	Psort location Cytoplasmic, score	ibrB												ParBc							
pgaptmp_002361	Protein Homology	CDS	2885216	2886490		-	0	ID=cds-pgaptmp_002361;Parent=gene-pgaptmp_002361;Name=extdb:pgaptmp_002361;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011108214.1;locus_tag=pgaptmp_002361;product=DUF3440 domain-containing protein;protein_id=extdb:pgaptmp_002361;transl_table=11	pgaptmp_002361	DUF3440 domain-containing protein	226186.BT_2311	0	905	COG3969@1|root,COG3969@2|Bacteria,4NJR7@976|Bacteroidetes,2FRAF@200643|Bacteroidia,4ANGB@815|Bacteroidaceae	976|Bacteroidetes	S	Domain of unknown function (DUF3440)													DUF3440,PAPS_reduct							
pgaptmp_002362	Protein Homology	CDS	2886497	2886937		-	0	ID=cds-pgaptmp_002362;Parent=gene-pgaptmp_002362;Name=extdb:pgaptmp_002362;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014298790.1;locus_tag=pgaptmp_002362;product=hypothetical protein;protein_id=extdb:pgaptmp_002362;transl_table=11	pgaptmp_002362	hypothetical protein	226186.BT_2312	3.55E-103	298	2BGBS@1|root,314YY@2|Bacteria,4PJ6Y@976|Bacteroidetes,2FR23@200643|Bacteroidia,4APPQ@815|Bacteroidaceae	976|Bacteroidetes																						
pgaptmp_002363	Protein Homology	CDS	2886967	2888151		-	0	ID=cds-pgaptmp_002363;Parent=gene-pgaptmp_002363;Name=extdb:pgaptmp_002363;gbkey=CDS;inference=COORDINATES: protein motif:HMM:NF012307.6;locus_tag=pgaptmp_002363;product=RNA-directed DNA polymerase;protein_id=extdb:pgaptmp_002363;transl_table=11	pgaptmp_002363	RNA-directed DNA polymerase	471870.BACINT_04708	1.02E-288	788	COG3344@1|root,COG3344@2|Bacteria,4NJ82@976|Bacteroidetes,2G32H@200643|Bacteroidia,4AM7K@815|Bacteroidaceae	976|Bacteroidetes	L	COG COG3344 Retron-type reverse transcriptase													RVT_1							
pgaptmp_002364	GeneMarkS-2+	CDS	2888232	2888453		+	0	ID=cds-pgaptmp_002364;Parent=gene-pgaptmp_002364;Name=extdb:pgaptmp_002364;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=pgaptmp_002364;product=hypothetical protein;protein_id=extdb:pgaptmp_002364;transl_table=11	pgaptmp_002364	hypothetical protein																											
pgaptmp_002365	Protein Homology	CDS	2888749	2889120		-	0	ID=cds-pgaptmp_002365;Parent=gene-pgaptmp_002365;Name=extdb:pgaptmp_002365;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_005818131.1;locus_tag=pgaptmp_002365;product=four helix bundle protein;protein_id=extdb:pgaptmp_002365;transl_table=11	pgaptmp_002365	four helix bundle protein	471870.BACINT_04709	4.75E-80	238	2DSPC@1|root,33GX4@2|Bacteria,4NYNK@976|Bacteroidetes,2FU47@200643|Bacteroidia,4ARVJ@815|Bacteroidaceae	976|Bacteroidetes															23S_rRNA_IVP							
pgaptmp_002366	Protein Homology	CDS	2889138	2889620		-	0	ID=cds-pgaptmp_002366;Parent=gene-pgaptmp_002366;Name=extdb:pgaptmp_002366;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_005818128.1;locus_tag=pgaptmp_002366;product=hypothetical protein;protein_id=extdb:pgaptmp_002366;transl_table=11	pgaptmp_002366	hypothetical protein	226186.BT_2315	5.2E-113	324	2CEIA@1|root,33C2M@2|Bacteria,4NYH3@976|Bacteroidetes,2FRJ6@200643|Bacteroidia,4AQ1S@815|Bacteroidaceae	976|Bacteroidetes																						
pgaptmp_002367	Protein Homology	CDS	2889734	2892400		-	0	ID=cds-pgaptmp_002367;Parent=gene-pgaptmp_002367;Name=extdb:pgaptmp_002367;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011108218.1;locus_tag=pgaptmp_002367;product=fimbrillin family protein;protein_id=extdb:pgaptmp_002367;transl_table=11	pgaptmp_002367	fimbrillin family protein	226186.BT_2316	0	1803	2EW58@1|root,33PIC@2|Bacteria,4P0C4@976|Bacteroidetes,2FQMU@200643|Bacteroidia,4AP8H@815|Bacteroidaceae	976|Bacteroidetes															Mfa_like_1							
pgaptmp_002368	Protein Homology	CDS	2892648	2893796		-	0	ID=cds-pgaptmp_002368;Parent=gene-pgaptmp_002368;Name=extdb:pgaptmp_002368;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_007485374.1;locus_tag=pgaptmp_002368;product=fimbrillin family protein;protein_id=extdb:pgaptmp_002368;transl_table=11	pgaptmp_002368	fimbrillin family protein	226186.BT_2317	2.58E-277	758	2CFZU@1|root,33VH1@2|Bacteria,4P2W2@976|Bacteroidetes,2FPJX@200643|Bacteroidia,4AK7C@815|Bacteroidaceae	976|Bacteroidetes	S	Fimbrillin-like													Mfa_like_1							
pgaptmp_002369	Protein Homology	CDS	2893890	2894831		-	0	ID=cds-pgaptmp_002369;Parent=gene-pgaptmp_002369;Name=extdb:pgaptmp_002369;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_007485372.1;locus_tag=pgaptmp_002369;product=DUF5119 domain-containing protein;protein_id=extdb:pgaptmp_002369;transl_table=11	pgaptmp_002369	DUF5119 domain-containing protein	471870.BACINT_04713	6.13E-231	635	2F06K@1|root,33TA6@2|Bacteria,4P1ND@976|Bacteroidetes,2FN1J@200643|Bacteroidia,4AQ22@815|Bacteroidaceae	976|Bacteroidetes	S	COG NOG26135 non supervised orthologous group													DUF5119							
pgaptmp_002370	Protein Homology	CDS	2894828	2896120		-	0	ID=cds-pgaptmp_002370;Parent=gene-pgaptmp_002370;Name=extdb:pgaptmp_002370;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011108221.1;locus_tag=pgaptmp_002370;product=DUF3575 domain-containing protein;protein_id=extdb:pgaptmp_002370;transl_table=11	pgaptmp_002370	DUF3575 domain-containing protein	226186.BT_2319	0	885	COG2885@1|root,COG2885@2|Bacteria,4P09S@976|Bacteroidetes,2FQ2Y@200643|Bacteroidia,4APMM@815|Bacteroidaceae	976|Bacteroidetes	M	COG NOG24980 non supervised orthologous group													DUF3575,OmpA							
pgaptmp_002371	Protein Homology	CDS	2896357	2897232		+	0	ID=cds-pgaptmp_002371;Parent=gene-pgaptmp_002371;Name=extdb:pgaptmp_002371;Ontology_term=GO:0006355,GO:0003700,GO:0043565;gbkey=CDS;go_function=DNA-binding transcription factor activity|0003700||IEA,sequence-specific DNA binding|0043565||IEA;go_process=regulation of DNA-templated transcription|0006355||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_005800233.1;locus_tag=pgaptmp_002371;product=helix-turn-helix domain-containing protein;protein_id=extdb:pgaptmp_002371;transl_table=11	pgaptmp_002371	helix-turn-helix domain-containing protein	226186.BT_2320	1.49E-220	607	COG0662@1|root,COG2207@1|root,COG0662@2|Bacteria,COG2207@2|Bacteria,4P4BT@976|Bacteroidetes,2FRQB@200643|Bacteroidia,4AQ75@815|Bacteroidaceae	976|Bacteroidetes	K	Transcriptional regulator													HTH_18							
pgaptmp_002372	Protein Homology	CDS	2897452	2898654		-	0	ID=cds-pgaptmp_002372;Parent=gene-pgaptmp_002372;Note=internal stop;Ontology_term=GO:0006310,GO:0015074,GO:0003677;gbkey=CDS;go_function=DNA binding|0003677||IEA;go_process=DNA recombination|0006310||IEA,DNA integration|0015074||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_005818119.1;locus_tag=pgaptmp_002372;product=tyrosine-type recombinase/integrase;pseudo=true;transl_table=11	pgaptmp_002372	tyrosine-type recombinase/integrase	471870.BACINT_04717	1.96E-296	808	COG4974@1|root,COG4974@2|Bacteria,4P14E@976|Bacteroidetes,2FRC9@200643|Bacteroidia,4ANPH@815|Bacteroidaceae	976|Bacteroidetes	L	Belongs to the 'phage' integrase family													Phage_int_SAM_5,Phage_integrase							
pgaptmp_002373	Protein Homology	CDS	2899352	2900680		+	0	ID=cds-pgaptmp_002373;Parent=gene-pgaptmp_002373;Name=extdb:pgaptmp_002373;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011108224.1;locus_tag=pgaptmp_002373;product=DUF3945 domain-containing protein;protein_id=extdb:pgaptmp_002373;transl_table=11	pgaptmp_002373	DUF3945 domain-containing protein	226186.BT_2323	0	885	2CI0Q@1|root,2ZB74@2|Bacteria,4NK2Q@976|Bacteroidetes,2FNCC@200643|Bacteroidia,4ANCX@815|Bacteroidaceae	976|Bacteroidetes	S	Psort location Cytoplasmic, score 8.96													DUF3945,DUF4099							
pgaptmp_002374	Protein Homology	CDS	2900707	2902806		+	0	ID=cds-pgaptmp_002374;Parent=gene-pgaptmp_002374;Name=extdb:pgaptmp_002374;Ontology_term=GO:0006265,GO:0003677,GO:0003916;gbkey=CDS;go_function=DNA binding|0003677||IEA,DNA topoisomerase activity|0003916||IEA;go_process=DNA topological change|0006265||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_007485367.1;locus_tag=pgaptmp_002374;product=DNA topoisomerase;protein_id=extdb:pgaptmp_002374;transl_table=11	pgaptmp_002374	DNA topoisomerase	226186.BT_2324	0	1362	COG0550@1|root,COG0550@2|Bacteria,4NE6R@976|Bacteroidetes,2FMKQ@200643|Bacteroidia,4AKJT@815|Bacteroidaceae	976|Bacteroidetes	L	COG0550 Topoisomerase IA			5.99.1.2	ko:K03169					ko00000,ko01000,ko03032				Topoisom_bac,Toprim,Toprim_Crpt						K03169	topB; DNA topoisomerase III [EC:5.6.2.1]
pgaptmp_002375	Protein Homology	CDS	2902845	2903312		+	0	ID=cds-pgaptmp_002375;Parent=gene-pgaptmp_002375;Name=extdb:pgaptmp_002375;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_016662015.1;locus_tag=pgaptmp_002375;product=DUF1896 domain-containing protein;protein_id=extdb:pgaptmp_002375;transl_table=11	pgaptmp_002375	DUF1896 domain-containing protein	226186.BT_2325	8.72E-105	303	2BWP0@1|root,2Z9MY@2|Bacteria,4NS6I@976|Bacteroidetes,2FNHZ@200643|Bacteroidia,4AQ36@815|Bacteroidaceae	976|Bacteroidetes	S	Psort location Cytoplasmic, score 8.96													DUF1896							
pgaptmp_002376	Protein Homology	CDS	2903302	2909028		+	0	ID=cds-pgaptmp_002376;Parent=gene-pgaptmp_002376;Name=extdb:pgaptmp_002376;Ontology_term=GO:0003677,GO:0008170;gbkey=CDS;go_function=DNA binding|0003677||IEA,N-methyltransferase activity|0008170||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011108226.1;locus_tag=pgaptmp_002376;product=N-6 DNA methylase;protein_id=extdb:pgaptmp_002376;transl_table=11	pgaptmp_002376	N-6 DNA methylase	226186.BT_2326	0	3681	COG0553@1|root,COG0827@1|root,COG4646@1|root,COG0553@2|Bacteria,COG0827@2|Bacteria,COG4646@2|Bacteria,4NEQG@976|Bacteroidetes,2FMSW@200643|Bacteroidia,4AM7N@815|Bacteroidaceae	976|Bacteroidetes	L	Helicase C-terminal domain protein													Helicase_C,N6_Mtase,ResIII,SNF2_N							
pgaptmp_002377	Protein Homology	CDS	2909308	2909847		-	0	ID=cds-pgaptmp_002377;Parent=gene-pgaptmp_002377;Name=extdb:pgaptmp_002377;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_008659792.1;locus_tag=pgaptmp_002377;product=hypothetical protein;protein_id=extdb:pgaptmp_002377;transl_table=11	pgaptmp_002377	hypothetical protein	471870.BACINT_04722	1.9E-131	372	2DX6Q@1|root,343MS@2|Bacteria,4P5QM@976|Bacteroidetes,2FRC6@200643|Bacteroidia,4ANS3@815|Bacteroidaceae	976|Bacteroidetes																						
pgaptmp_002378	Protein Homology	CDS	2909831	2910562		-	0	ID=cds-pgaptmp_002378;Parent=gene-pgaptmp_002378;Name=extdb:pgaptmp_002378;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_007485361.1;locus_tag=pgaptmp_002378;product=DUF3800 domain-containing protein;protein_id=extdb:pgaptmp_002378;transl_table=11	pgaptmp_002378	DUF3800 domain-containing protein	226186.BT_2328	4.51E-182	505	28I7P@1|root,2Z8AJ@2|Bacteria,4NT89@976|Bacteroidetes,2FRUF@200643|Bacteroidia,4APVN@815|Bacteroidaceae	976|Bacteroidetes	S	Protein of unknown function (DUF3800)													DUF3800							
pgaptmp_002379	Protein Homology	CDS	2910596	2911315		-	0	ID=cds-pgaptmp_002379;Parent=gene-pgaptmp_002379;Name=extdb:pgaptmp_002379;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_007485360.1;locus_tag=pgaptmp_002379;product=DUF6088 family protein;protein_id=extdb:pgaptmp_002379;transl_table=11	pgaptmp_002379	DUF6088 family protein	226186.BT_2329	1.44E-167	468	COG5340@1|root,COG5340@2|Bacteria,4NHJP@976|Bacteroidetes,2FQZE@200643|Bacteroidia,4AWBY@815|Bacteroidaceae	976|Bacteroidetes	K	Psort location Cytoplasmic, score																				
pgaptmp_002380	Protein Homology	CDS	2911335	2914052		-	0	ID=cds-pgaptmp_002380;Parent=gene-pgaptmp_002380;Name=extdb:pgaptmp_002380;Ontology_term=GO:0005524,GO:0016887;gbkey=CDS;go_function=ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA;inference=COORDINATES: protein motif:HMM:NF048355.1;locus_tag=pgaptmp_002380;product=NACHT domain-containing protein;protein_id=extdb:pgaptmp_002380;transl_table=11	pgaptmp_002380	NACHT domain-containing protein	226186.BT_2330	0	1781	COG5635@1|root,COG5635@2|Bacteria,4P4IF@976|Bacteroidetes,2FRBS@200643|Bacteroidia,4ANHC@815|Bacteroidaceae	976|Bacteroidetes	T	Hydrolyzes cAMP to 5'-AMP. Plays an important regulatory role in modulating the intracellular concentration of cAMP, thereby influencing cAMP-dependent processes													Metallophos							
pgaptmp_002381	Protein Homology	CDS	2914058	2914375		-	0	ID=cds-pgaptmp_002381;Parent=gene-pgaptmp_002381;Name=extdb:pgaptmp_002381;Ontology_term=GO:0016787,GO:0042578,GO:0046872;gbkey=CDS;go_function=hydrolase activity|0016787||IEA,phosphoric ester hydrolase activity|0042578||IEA,metal ion binding|0046872||IEA;inference=COORDINATES: protein motif:HMM:NF012376.6;locus_tag=pgaptmp_002381;product=metallophosphoesterase family protein;protein_id=extdb:pgaptmp_002381;transl_table=11	pgaptmp_002381	metallophosphoesterase family protein	226186.BT_2331	6.22E-72	216	COG1409@1|root,COG1409@2|Bacteria	2|Bacteria	S	acid phosphatase activity													Metallophos							
pgaptmp_002382	Protein Homology	CDS	2914630	2914983		-	0	ID=cds-pgaptmp_002382;Parent=gene-pgaptmp_002382;Name=extdb:pgaptmp_002382;Ontology_term=GO:0003677;gbkey=CDS;go_function=DNA binding|0003677||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_005643639.1;locus_tag=pgaptmp_002382;product=helix-turn-helix domain-containing protein;protein_id=extdb:pgaptmp_002382;transl_table=11	pgaptmp_002382	helix-turn-helix domain-containing protein	226186.BT_2332	1.19E-77	231	2D42G@1|root,333D7@2|Bacteria,4NSXK@976|Bacteroidetes,2FSWT@200643|Bacteroidia,4AR18@815|Bacteroidaceae	976|Bacteroidetes	S	Helix-turn-helix domain													HTH_17							
pgaptmp_002383	Protein Homology	CDS	2914996	2917041		-	0	ID=cds-pgaptmp_002383;Parent=gene-pgaptmp_002383;Name=extdb:pgaptmp_002383;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_016662022.1;locus_tag=pgaptmp_002383;product=bifunctional DNA primase/helicase;protein_id=extdb:pgaptmp_002383;transl_table=11	pgaptmp_002383	bifunctional DNA primase/helicase	226186.BT_2333	0	1352	COG0358@1|root,COG0358@2|Bacteria,4PKG1@976|Bacteroidetes,2G3FX@200643|Bacteroidia,4AKVS@815|Bacteroidaceae	976|Bacteroidetes	L	non supervised orthologous group													AAA_25,Toprim_2,Toprim_4							
pgaptmp_002384	Protein Homology	CDS	2917025	2917369		-	0	ID=cds-pgaptmp_002384;Parent=gene-pgaptmp_002384;Name=extdb:pgaptmp_002384;Ontology_term=GO:0003677;gbkey=CDS;go_function=DNA binding|0003677||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_008659785.1;locus_tag=pgaptmp_002384;product=helix-turn-helix domain-containing protein;protein_id=extdb:pgaptmp_002384;transl_table=11	pgaptmp_002384	helix-turn-helix domain-containing protein	226186.BT_2334	2.17E-74	223	28TJB@1|root,3396N@2|Bacteria,4NX4K@976|Bacteroidetes,2FTV8@200643|Bacteroidia,4AR3V@815|Bacteroidaceae	976|Bacteroidetes	S	COG NOG35229 non supervised orthologous group													HTH_17							
pgaptmp_002385	Protein Homology	CDS	2918031	2918825		+	0	ID=cds-pgaptmp_002385;Parent=gene-pgaptmp_002385;Note=incomplete%3B partial in the middle of a contig%3B missing N-terminus and C-terminus;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_005868395.1;locus_tag=pgaptmp_002385;product=site-specific integrase;pseudo=true;transl_table=11	pgaptmp_002385	site-specific integrase	585543.HMPREF0969_01106	2.57E-175	496	COG4974@1|root,COG4974@2|Bacteria,4NX3Q@976|Bacteroidetes,2G3F8@200643|Bacteroidia,4AV1J@815|Bacteroidaceae	976|Bacteroidetes	L	Belongs to the 'phage' integrase family													Arm-DNA-bind_5,Phage_int_SAM_5,Phage_integrase							
pgaptmp_002386	Protein Homology	CDS	2918948	2919241		-	0	ID=cds-pgaptmp_002386;Parent=gene-pgaptmp_002386;Name=extdb:pgaptmp_002386;Ontology_term=GO:0003677;gbkey=CDS;go_function=DNA binding|0003677||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_008772039.1;locus_tag=pgaptmp_002386;product=helix-turn-helix domain-containing protein;protein_id=extdb:pgaptmp_002386;transl_table=11	pgaptmp_002386	helix-turn-helix domain-containing protein	226186.BT_2336	3.62E-65	198	2DVGB@1|root,33VRV@2|Bacteria,4P3BN@976|Bacteroidetes,2FTB9@200643|Bacteroidia,4ARBY@815|Bacteroidaceae	976|Bacteroidetes	S	MerR HTH family regulatory protein													HTH_17							
pgaptmp_002387	Protein Homology	CDS	2919295	2919588		-	0	ID=cds-pgaptmp_002387;Parent=gene-pgaptmp_002387;Name=extdb:pgaptmp_002387;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_008148209.1;locus_tag=pgaptmp_002387;product=DUF3876 domain-containing protein;protein_id=extdb:pgaptmp_002387;transl_table=11	pgaptmp_002387	DUF3876 domain-containing protein	226186.BT_2337	6.02E-64	195	2C174@1|root,32R87@2|Bacteria,4NS22@976|Bacteroidetes,2FT7J@200643|Bacteroidia,4ARBF@815|Bacteroidaceae	976|Bacteroidetes	S	Domain of unknown function, B. Theta Gene description (DUF3876)													DUF3876							
pgaptmp_002388	Protein Homology	CDS	2919867	2920682		+	0	ID=cds-pgaptmp_002388;Parent=gene-pgaptmp_002388;Name=extdb:pgaptmp_002388;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011108234.1;locus_tag=pgaptmp_002388;product=DUF6597 domain-containing transcriptional factor;protein_id=extdb:pgaptmp_002388;transl_table=11	pgaptmp_002388	DUF6597 domain-containing transcriptional factor	226186.BT_2338	6.47E-205	565	COG2207@1|root,COG2207@2|Bacteria,4NJQD@976|Bacteroidetes,2FVWN@200643|Bacteroidia,4ATPW@815|Bacteroidaceae	976|Bacteroidetes	K	Helix-turn-helix domain													HTH_18							
pgaptmp_002389	Protein Homology	CDS	2920870	2921262		+	0	ID=cds-pgaptmp_002389;Parent=gene-pgaptmp_002389;Name=extdb:pgaptmp_002389;Ontology_term=GO:0005515;gbkey=CDS;go_function=protein binding|0005515||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011108235.1;locus_tag=pgaptmp_002389;product=SH3 domain-containing protein;protein_id=extdb:pgaptmp_002389;transl_table=11	pgaptmp_002389	SH3 domain-containing protein	226186.BT_2339	2.29E-97	282	2E5AU@1|root,3302Y@2|Bacteria,4P4ZP@976|Bacteroidetes,2FXQA@200643|Bacteroidia,4ATU5@815|Bacteroidaceae	976|Bacteroidetes	S	Variant SH3 domain													SH3_2							
pgaptmp_002390	Protein Homology	CDS	2921339	2921611		+	0	ID=cds-pgaptmp_002390;Parent=gene-pgaptmp_002390;Name=extdb:pgaptmp_002390;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_008777585.1;locus_tag=pgaptmp_002390;product=TfoX/Sxy family protein;protein_id=extdb:pgaptmp_002390;transl_table=11	pgaptmp_002390	TfoX/Sxy family protein	226186.BT_2340	1.13E-58	181	2BH08@1|root,32B0C@2|Bacteria,4P6E5@976|Bacteroidetes,2FXT5@200643|Bacteroidia,4AU22@815|Bacteroidaceae	976|Bacteroidetes	S	TfoX C-terminal domain				ko:K07343					ko00000				TfoX_C							
