"Feature"	"Consortium_Early_R1"	"Consortium_Early_R2"	"Consortium_Early_R3"	"Consortium_Late_R1"	"Consortium_Late_R2"	"Consortium_Late_R3"	"HGF2_Early_R1"	"HGF2_Early_R2"	"HGF2_Early_R3"	"HGF2_Late_R1"	"HGF2_Late_R2"	"HGF2_Late_R13"
"RCHGF002274"	2	2	5	3	4	2	742	577	261	1011	845	665
"RCHGF002275"	11	25	6	4	9	5	3646	3268	3840	2625	3063	2588
"RCHGF002276"	6	12	11	4	8	4	1250	1282	1108	3807	3006	2767
"RCHGF002277"	6.20762	11	4	1.03498	4	0	860.637	916.779	632.177	2455.38	1607.03	1537.61
"RCHGF002279"	31.357	34	19	12	19	12	7487.29	6113.29	13122.8	8931.57	7212.96	4255.66
"RCHGF002280"	0	0	0	0	0	0	211	211	127	268	119	78
"RCHGF002281"	12	13	11	9	6	15	18834	18405	22006	11703	14043	10622
"RCHGF002282"	0	0	0	0	0	0	48	50	60	14	11	6
"RCHGF002283"	5	0	5	1	2	0	829	1027	748	389	401	414
"RCHGF002284"	0	1	2	0	1	0	1921	2024	1193	789	923	676
"RCHGF002285"	9	4	1	0	2	2	1061	1314	588	637	677	567
"RCHGF002286"	0	1	2	3	0	0	324	401	182	192	185	175
"RCHGF002287"	1	0	0	0	0	0	444	527	263	172	257	224
"RCHGF002288"	0	1	0	0	0	0	496	453	282	215	249	229
"RCHGF002289"	11	28	11	2	5	4	2294	2247	894	519	555	432
"RCHGF002290"	255	411	311	138	101	130	32737	34195	20827	16527	31127	26335
"RCHGF002291"	145	174	172	79	54	47	33165	37920	22222	21964	30967	26340
"RCHGF002292"	3	2	3	0	2	0	1914	2080	1797	1356	1667	1612
"RCHGF002293"	0	1	0	0	0	0	22	19	24	13	8	7
"RCHGF002294"	0	1	0	0	0	0	30	48	41	23	30	14
"RCHGF002295"	0	0	0	0	0	0	13	16	8	6	1	3
"RCHGF002296"	0	0	3	0	0	0	47	55	41	11	5	10
"RCHGF002297"	60	83	47	21	18	25	21321	21282	12904	6618	9317	7582
"RCHGF002299"	3	2	1	2	0	2	391	365	283	226	238	202
"RCHGF002300"	0	8	2	0	0	0	1145	1149	744	515	783	595
"RCHGF002301"	3	8	3	2	2	1	1386	1312	1351	645	1021	859
"RCHGF002302"	8	0	0	0	0	0	745	735	711	367	353	348
"RCHGF002303"	13	6	6	3	5	1	402	357	164	443	663	627
"RCHGF002304"	6	5	7	6	2	1	361	383	145	719	695	653
"RCHGF002305"	1	2	0	0	2	0	122	141	53	291	252	181
"RCHGF002306"	1	0	0	0	0	0	64	67	65	64	79	81
"RCHGF002307"	7	13	18	3	5	0	444	439	182	816	837	770
"RCHGF002308"	2	0	4	0	1	5	141	166	85	208	245	209
"RCHGF002309"	7	0	1	0	1	0	114	112	69	211	278	216
"RCHGF002310"	8	12	7	7	3	2	478	506	406	3572	3308	2578
"RCHGF002311"	0	0	0	0	0	0	4	7	4	0	0	3
"RCHGF002312"	6	8	15	7	1	0	1393	1215	1762	1572	1777	1507
"RCHGF002313"	2	4	2	0	2	1	865	1037	853	694	850	758
"RCHGF002314"	0	0	2	0	0	0	331	391	235	354	356	368
"RCHGF002315"	1	0	0	0	0	0	164	210	207	94	85	69
"RCHGF002316"	6	2	3	3	0	1	906	1069	397	724	855	787
"RCHGF002317"	19	25	15	1	4	3	2012	2279	1273	1814	2472	2183
"RCHGF002318"	0	1	1	1	0	0	81	107	111	86	86	92
"RCHGF002319"	4	1	1	1	0	0	384	440	289	325	471	434
"RCHGF002320"	2	6	5	2	0	1	547	766	347	544	677	487
"RCHGF002321"	8	10	6	0	0	3	786	688	406	625	757	645
"RCHGF002322"	10	5	6	1	3	0	821	830	708	513	618	622
"RCHGF002323"	0	0	0	0	0	0	40	21	15	23	6	11
"RCHGF002324"	3	3	2	0	0	1	211	288	178	157	125	94
"RCHGF002325"	0	3	3	2	1	0	718	749	623	1916	1970	1703
"RCHGF002326"	4	1	0	0	0	0	332	340	174	480	491	345
"RCHGF002327"	14	5	6	1	3	0	1034	1082	924	648	717	576
"RCHGF002328"	4	8	2	0	1	3	717	763	467	432	486	415
"RCHGF002329"	2	6	0	0	0	0	597	608	456	299	410	300
"RCHGF002330"	3	1	5	0	2	1	467	447	430	460	692	484
"RCHGF002331"	3	7	8	0	2	2	821	907	650	652	830	754
"RCHGF002332"	0	4	6	2	0	0	546	566	813	312	459	427
"RCHGF002333"	0	1	1	0	1	0	147	115	129	104	80	59
"RCHGF002334"	7	7	2	0	0	0	207	135	160	72	84	85
"RCHGF002335"	1	0	0	1	0	0	114	128	109	70	55	35
"RCHGF002336"	2	1	0	0	0	1	157	193	169	135	107	70
"RCHGF002337"	0	0	1	0	0	0	160	156	102	55	29	48
"RCHGF002338"	0	0	0	3	0	0	53	80	59	7	15	9
"RCHGF002339"	0	4	3	1	1	0	968	1047	1058	632	687	509
"RCHGF002340"	1	0	3	0	0	0	130	96	104	44	35	35
"RCHGF002341"	1	0	1	0	0	0	102	140	78	64	45	38
"RCHGF002342"	0	0	0	0	0	1	56	39	33	17	16	6
"RCHGF002343"	0	2	0	0	0	0	135	153	96	79	73	42
"RCHGF002344"	2	4	1	0	0	0	167	169	133	162	102	99
"RCHGF002345"	0	0	1	0	0	0	79	93	79	78	20	22
"RCHGF002346"	0	1	1	1	0	0	162	216	174	85	80	86
"RCHGF002347"	8	9	6	3	9	0	1076	960	1030	871	1093	910
"RCHGF002348"	0	0	0	0	0	0	13	15	23	0	10	8
"RCHGF002349"	4	6	5	2	3	2	885	959	656	326	420	365
"RCHGF002350"	7	7	1	1	0	0	252	316	214	133	148	153
"RCHGF002351"	4	0	1	0	0	0	86	131	88	58	33	43
"RCHGF002352"	0	3	5	0	0	0	114	135	136	67	36	33
"RCHGF002353"	2	1	0	0	0	0	112	139	123	147	62	62
"RCHGF002354"	2	2	7	2	0	2	545	383	283	268	171	146
"RCHGF002355"	4	2	2	2	0	1	301	434	290	218	185	226
"RCHGF002356"	3	2	0	0	0	0	107	76	82	39	30	24
"RCHGF002357"	1	3	0	0	0	0	379	369	225	162	174	152
"RCHGF002358"	0	1	0	0	0	0	5	16	21	3	1	1
"RCHGF002359"	2	2	3	0	0	1	276	283	358	104	73	73
"RCHGF002360"	0	2	5	1	1	0	1190	1078	2247	294	199	159
"RCHGF002361"	5	7	1	5	0	0	991	1264	605	535	653	491
"RCHGF002362"	3	2	0	0	0	3	339	400	176	243	260	232
"RCHGF002363"	26	20	23	12	14	13	4147	3591	22033	1653	1543	1272
"RCHGF002364"	2	10	10	7	4	1	3647	3125	8148	2923	1983	1340
"RCHGF002365"	0	0	0	0	0	0	29	33	13	5	1	1
"RCHGF002366"	1	2	0	0	0	0	152	210	180	27	30	23
"RCHGF002367"	0	0	0	0	0	0	330	354	591	65	64	67
"RCHGF002368"	5	3	6	1	0	0	550	567	424	136	162	188
"RCHGF002369"	5	5	7	2	5	2	573	691	271	139	120	108
"RCHGF002370"	5	7	11	3	2	3	1506	1499	1281	519	555	510
"RCHGF002371"	1	7	8	2	0	2	692	823	309	231	260	241
"RCHGF002372"	0	0	0	0	0	0	17	10	12	4	5	3
"RCHGF002373"	3	1	1	0	0	0	619	598	764	486	386	371
"RCHGF002374"	0	0	0	0	0	0	266	281	391	183	144	111
"RCHGF002375"	0	2	5	0	0	1	801	751	925	857	626	573
"RCHGF002376"	0	8	1	0	2	0	209	236	280	291	219	169
"RCHGF002377"	4	1	4	0	1	0	225	258	212	208	171	148
"RCHGF002378"	9	4	0	1	0	3	202	208	219	133	87	88
"RCHGF002379"	2	2	7	2	1	3	223	244	198	133	118	120
"RCHGF002380"	0	0	0	0	0	0	45	41	33	40	18	40
"RCHGF002381"	0	0	0	0	0	1	56	67	31	40	26	42
"RCHGF002382"	1	5	0	0	0	0	230	235	200	89	109	84
"RCHGF002383"	1	0	2	0	1	0	217	291	412	272	271	212
"RCHGF002384"	0	0	2	2	1	0	253	292	219	370	335	275
"RCHGF002385"	4	6	0	1	0	1	266	366	149	295	364	242
"RCHGF002386"	9	1	4	4	5	2	1337	1339	1071	2467	2590	2187
"RCHGF002388"	45	23	20	9	2	6	2368	2454	2139	1267	1830	1714
"RCHGF002389"	35	65	38	29	17	24	5148	5806	3126	2876	3280	3038
"RCHGF002390"	6	11	10	3	1	1	999	1054	703	808	970	884
"RCHGF002391"	71	88	64	23	25	42	6571	7238	2841	4115	4523	3794
"RCHGF002392"	49	39	49	19	15	26	4158	4516	1832	2024	2300	1881
"RCHGF002393"	7	25	17	6	5	5	1106	974	542	577	657	556
"RCHGF002394"	6	1	1	1	8	0	1975	1949	1639	878	824	705
"RCHGF002395"	4	1	0	1	0	0	288	350	216	2262	1619	1518
"RCHGF002396"	17	37	20	7	11	13	5320	6212	3043	2502	3355	2961
"RCHGF002397"	4	6	6	0	0	0	1372	1504	1072	831	1205	1216
"RCHGF002398"	0	9	3	0	2	0	674	667	329	351	323	265
"RCHGF002399"	2	0	2	1	0	0	767	676	481	599	570	432
"RCHGF002400"	1	3	4	1	1	0	480	457	781	10633	8125	6475
"RCHGF002401"	2	1	7	1	0	0	367	439	196	413	356	299
"RCHGF002402"	4	7	8	0	0	4	521	512	378	325	319	314
"RCHGF002403"	2	0	1	0	0	0	183	173	158	91	108	94
"RCHGF002404"	1	6	0	0	0	0	314	345	171	148	130	115
"RCHGF002405"	1	3	9	2	1	0	2736	2703	1818	1596	1806	1519
"RCHGF002406"	40	33	44	8	10	11	11685	13933	8941	6217	9276	7879
"RCHGF002407"	7	7	11	2	8	0	3528	3815	9936	2123	2252	1778
"RCHGF002408"	3	8	0	0	0	0	472	545	327	252	258	246
"RCHGF002409"	1	4	0	1	1	3	475	559	299	274	298	282
"RCHGF002410"	0	0	1	0	1	0	79	119	89	397	332	337
"RCHGF002411"	1	2	1	0	0	0	256	247	122	325	347	271
"RCHGF002412"	1	0	0	0	0	0	117	129	85	99	82	88
"RCHGF002413"	0	0	0	0	0	0	3	2	1	1	2	1
"RCHGF002414"	1	2	0	0	0	0	56	71	76	84	102	65
"RCHGF002415"	4	1	0	2	0	0	185	210	173	148	139	119
"RCHGF002416"	3	1	0	1	0	0	100	114	116	66	61	51
"RCHGF002417"	0	0	1	0	0	0	95	127	109	109	125	92
"RCHGF002418"	3	2	1	1	0	0	574	555	527	383	370	326
"RCHGF002419"	5	6	0	0	0	0	165	155	142	77	110	82
"RCHGF002420"	1	0	2	0	0	0	102	84	32	75	99	94
"RCHGF002421"	1	4	2	1	0	0	196	240	121	120	126	154
"RCHGF002422"	0	0	0	0	0	0	29	20	21	32	21	22
"RCHGF002423"	0	0	0	0	0	0	25	23	16	9	6	13
"RCHGF002424"	0	0	3	0	0	0	66	52	54	28	27	43
"RCHGF002425"	0	0	0	0	0	0	1	10	5	2	3	3
"RCHGF002426"	2	0	2	0	0	0	1027	715	849	342	306	188
"RCHGF002427"	0	0	0	0	0	0	1060	913	1382	1055	299	213
"RCHGF002428"	26	25	36	25	30	19	5168.62	4126.15	13814.9	3482.88	3534.88	2484.87
"RCHGF002429"	8	5	5	0	4	0	1620	1440	1150	618	704	587
"RCHGF002430"	1	4	5	1	0	0	611	658	432	214	257	295
"RCHGF002431"	0	1	0	1	0	0	239	195	199	70	82	73
"RCHGF002432"	4	1	4	0	0	2	1428	1361	1130	785	1106	927
"RCHGF002433"	0	3	0	0	0	0	220	168	123	87	101	119
"RCHGF002434"	0	0	0	0	0	0	117	111	61	47	51	47
"RCHGF002435"	3	9	3	0	0	0	1485	1393	722	583	769	602
"RCHGF002436"	1	3	0	1	0	0	237	180	137	137	105	103
"RCHGF002437"	7	4	1	1	0	0	273	285	192	173	129	114
"RCHGF002438"	0	1	1	0	0	0	104	136	181	83	31	29
"RCHGF002439"	0	0	0	0	0	0	12	14	37	9	7	7
"RCHGF002440"	1	0	1	0	0	0	246	227	454	98	88	78
"RCHGF002441"	4	5	3	3	0	1	1521	1482	960	908	966	869
"RCHGF002442"	2	0	2	0	0	0	70	61	48	54	25	15
"RCHGF002443"	0	0	0	0	0	0	62	58	23	13	12	6
"RCHGF002444"	0	0	0	0	0	0	32	38	55	12	21	15
"RCHGF002445"	12	22	10	8	7	3	3097	3166	2942	2878	4354	4135
"RCHGF002447"	0	0	0	0	0	0	34	18	13	12	7	5
"RCHGF002448"	16	12	35	2	3	7	2456	2840	1794	969	1179	1001
"RCHGF002449"	4	0	7	0	2	1	237	285	106	94	86	100
"RCHGF002450"	4	6	113	2	1	2	391	418	239	208	136	119
"RCHGF002451"	3	10	153	2	1	3	457	500	312	214	179	205
"RCHGF002452"	0	0	0	0	0	0	34	22	18	22	13	12
"RCHGF002453"	20	31	29	7	8	5	1418	1433	1137	802	1365	1077
"RCHGF002454"	44	37	35	11	22	20	2828	2754	2992	1759	2908	2438
"RCHGF002455"	4	3	3	0	0	0	184	176	275	191	255	194
"RCHGF002456"	0	5	4	3	3	1	779	858	798	555	706	574
"RCHGF002457"	0	0	1	0	0	0	117	131	92	58	53	36
"RCHGF002458"	10	4	10	1	9	2	1676	635	1614	412	1082	912
"RCHGF002459"	2	3	0	1	0	0	214	148	706	18	314	212
"RCHGF002460"	4	14	8	2	8	5	1633	1255	3094	863	1301	889
"RCHGF002461"	29	14	10	10	5	2	3449	3561	3200	4268	4535	4009
"RCHGF002462"	1	1	0	0	0	0	340	345	172	1016	761	488
"RCHGF002463"	0	1	0	0	0	0	506	430	216	245	281	247
"RCHGF002464"	2	2	1	1	0	3	897	977	494	805	774	622
"RCHGF002465"	0	2	0	0	0	0	99	147	62	101	83	99
"RCHGF002466"	1	3	0	0	0	0	210	303	129	144	123	144
"RCHGF002467"	4	1	4	1	1	1	315	404	176	212	189	152
"RCHGF002468"	0	0	0	0	0	4	155	132	73	62	78	45
"RCHGF002469"	1	0	1	0	0	0	204	187	103	110	108	88
"RCHGF002470"	1	0	1	0	0	0	105	173	69	81	78	64
"RCHGF002471"	0	0	0	0	0	0	65	88	62	42	30	22
"RCHGF002472"	0	5	1	0	0	0	140	125	80	101	85	51
"RCHGF002473"	2	3	0	0	0	0	165	233	142	87	76	71
"RCHGF002474"	2	3	0	1	0	3	250	318	174	194	190	177
"RCHGF002475"	0	1	0	3	1	0	235	253	145	119	167	101
"RCHGF002476"	0	0	0	0	0	0	2	3	3	0	5	3
"RCHGF002477"	0	1	0	0	0	1	389	235	1215	261	444	235
"RCHGF002478"	4	14	4	3	0	1	657	728	435	563	788	528
"RCHGF002479"	0	1	0	0	0	0	330	260	527	297	360	314
"RCHGF002480"	1	1	10	1	2	0	956	1135	800	951	1002	776
"RCHGF002481"	0	0	1	0	0	0	396	407	277	123	158	105
"RCHGF002482"	127	187	151	67	54	64	35662	34401	17951	32717	43277	36667
"RCHGF002483"	0	0	0	0	0	0	8	10	2	4	11	7
"RCHGF002484"	0	0	0	0	0	0	196	233	579	243	239	145
"RCHGF002485"	0	0	0	0	0	0	53	53	126	71	30	14
"RCHGF002487"	16	17	12	5	7	7	6175	6175	3951	1958	1293	1158
"RCHGF002489"	2	3	2	1	0	1	739	803	507.574	283	185	126
"RCHGF002491"	1	1	0	1	0	0	192	211	115	86	97	72
"RCHGF002492"	2	4	6	0	0	1	409	457	327	155	143	130
"RCHGF002493"	0	0	0	0	0	0	16	26	33	14	9	9
"RCHGF002494"	0	0	0	0	0	0	67	75	25	66	70	40
"RCHGF002495"	3	0	0	0	0	0	102	107	86	63	52	48
"RCHGF002496"	0	0	2	0	1	0	82	83	55	49	39	26
"RCHGF002497"	0	0	0	0	0	0	66	54	25	54	51	40
"RCHGF002498"	0	0	0	1	0	0	50	49	27	17	17	9
"RCHGF002500"	7	6	0	5	0	5	593.641	564.767	270.457	1389.19	831.434	710.502
"RCHGF002501"	2.79238	4	0	6.96502	0	0	214.481	202.65	71.4085	532.785	268.678	245.91
"RCHGF002502"	0	5	0	0	1	0	387	429	92	67	75	58
"RCHGF002503"	3	8	4	1	0	2	1843	2217	784	468	537	483
"RCHGF002504"	0	2	0	0	1	0	22	15	19	4	4	3
"RCHGF002505"	2	3	2	0	0	0	730	814	445	241	341	275
"RCHGF002506"	4	4	1	3	0	5	627	669	379	295	429	337
"RCHGF002507"	2	7	5	0	6	4	1194	1199	583	520	627	558
"RCHGF002508"	0	0	0	0	1	0	73	43	42	28	30	19
"RCHGF002509"	0	0	1	3	1	2	395	426	237	82	92	84
"RCHGF002510"	7	3	4	4	0	0	820	713	698	400	294	248
"RCHGF002511"	13	4	5	3	1	2	884	986	438	534	623	581
"RCHGF002512"	25	27	23	9	10	13	4847	5007	3152	2280	2242	1870
"RCHGF002513"	2	10	13	5	2	2	953	1007	752	502	664	625
"RCHGF002515"	5	10	1	2	0	0	1402	1524	1169	1113	1399	1085
"RCHGF002516"	7	6	5	6	1	4	2817	3292	2300	1742	2627	2059
"RCHGF002517"	0	1	4	0	0	0	433	517	267	347	416	317
"RCHGF002518"	9	5	6	5	2	6	2750	2940	1997	1797	2683	2337
"RCHGF002519"	15	14	37	11	13	12	4704	5514	2952	3399	4834	3986
"RCHGF002520"	1	0	3	0	0	0	133	158	72	74	67	40
"RCHGF002522"	1	1	1	0	0	0	158	227	151	61	55	45
"RCHGF002523"	0	2	2	0	1	1	996	937	1717	474	539	393
"RCHGF002524"	0	2	0	0	0	0	215	134	167	76	89	73
"RCHGF002526"	4	5	2	0	0	1	1712	1364	820	1387	1886	1070
"RCHGF002527"	47	57	70	20	24	29	6931	7045	4749	3015	3402	3335
"RCHGF002529"	0	1	0	0	0	0	369	351	268	128	94	52
"RCHGF002530"	0	0	0	0	0	0	93	89	56	38	34	15
"RCHGF002531"	0	2	0	0	0	0	134	101	35	18	18	8
"RCHGF002532"	0	0	0	0	0	0	101	102	72	48	45	33
"RCHGF002533"	9	4	5.5	6	1	0	654.197	541.366	362.408	201.106	161.85	143.42
"RCHGF002534"	0	0	1	0	0	2	247.59	197.049	91.4172	66	58	62
"RCHGF002535"	0	1	0	0	0	0	21	24	8	11	3	2
"RCHGF002536"	9	11	22	10	8	9	8028	7333	7102	2459	2319.57	1881
"RCHGF002537"	9	19	13	7	5	1	1300	1543	861	1028	1382	1277
"RCHGF002538"	3	13	2	0	1	6	686	776	755	498	556	457
"RCHGF002539"	1	5	1	0	1	1	330	252	226	198	232	186
"RCHGF002540"	5	7	2	0	4	0	767	845	553	671	841	799
"RCHGF002541"	7	9	10	1	0	0	594	684	466	573	627	611
"RCHGF002542"	8	3	8	1	0	2	3602	4031	2169	1419	2058	1764
"RCHGF002543"	16	10	9	4	4	5	7513	6655	5613	5675	7899	6699
"RCHGF002544"	6	4	5	1	4	1	1597	1705	1884	595	583	467
"RCHGF002545"	5	15	3	1	1	0	1511	1606	1354	662	646	559
"RCHGF002546"	3	1	0	2	0	1	696	607	634	335	386	299
"RCHGF002547"	9	15	1	5	1	0	616	737	446	302	337	250
"RCHGF002548"	1	0	0	0	0	0	35	29	8	16	10	11
"RCHGF002549"	0	3	2	0	2	1	1688	1774	1025	404	558	466
"RCHGF002550"	29	41	41	27	23	21	5020	5726	1664	1270	1182	1139
"RCHGF002551"	38	33	23	17	8	11	6013	6898	1641	1555	1366	1120
"RCHGF002552"	7	10	1	0	0	1	1624	1759	305	442	367	349
"RCHGF002553"	0	0	0	0	0	0	7	4	5	0	0	0
"RCHGF002554"	64	107	56	25	27	18	10479	11750	5176	7039	8196	7150
"RCHGF002555"	4	3	1	0	0	0	468	568	172	131	120	107
"RCHGF002556"	3	2	0	1	0	0	275	265	127	100	66	58
"RCHGF002557"	9	3	3	0	0	0	491	499	232	262	230	190
"RCHGF002558"	1	3	0	0	0	0	616	692	575	273	242	214
"RCHGF002559"	0	0	1	0	0	0	80	82	280	16	12	11
"RCHGF002560"	0	0	1	0	0	2	448	338	1558	30	30	30
"RCHGF002561"	0	0	0	0	0	0	6	9	3	2	1	0
"RCHGF002562"	1	2	1	0	0	0	713	704	426	318	354	300
"RCHGF002563"	0	1	0	0	0	0	127	131	75	41	55	49
"RCHGF002564"	6	7	7	11	4	4	1662	1508	1521	650	728	575
"RCHGF002565"	10	12	6	2	6	3	1167	1501	677	754	940	837
"RCHGF002566"	21	16	7	3	6	6	1193	1557	593	676	895	762
"RCHGF002567"	0	3	0	2	1	0	203	231	166	102	172	163
"RCHGF002568"	2	3	4	2	2	1	815	865	1088	652	807	743
"RCHGF002569"	7	15	7	4	7	1	1790	1939	1121	993	1256	1104
"RCHGF002570"	6	6	3	1	2	0	2353	2134	5218	230	195	191
"RCHGF002571"	2	0	0	0	3	1	209	220	140	94	90	92
"RCHGF002572"	7	9	7	7	1	0	1920	2114	1363	1256	1033	839
"RCHGF002573"	0	4	2	0	2	0	147	176	106	56	46	66
"RCHGF002574"	6	2	1	1	2	0	374	412	258	189	223	162
"RCHGF002575"	0	0	1	0	0	0	48	52	34	72	50	22
"RCHGF002576"	3	0	2	0	1	3	381	389	201	598	586	516
"RCHGF002577"	13	18	12	5	4	2	3331	3871	2339	2327	2710	2082
"RCHGF002578"	11	11	10	8	8	0	1366	1291	785	882	1102	921
"RCHGF002579"	10	18	5	5	8	7	1155	1355	767	743	967	844
"RCHGF002580"	2	2	4	0	1	0	227	277	193	125	181	182
"RCHGF002581"	7	7	8	2	3	1	712	818	446	409	504	483
"RCHGF002582"	6	13	9	9	3	1	1399	1336	1344	646	738	655
"RCHGF002583"	19	19	16	15	27	8	58221	48478	107385	33303	30014	22141
"RCHGF002584"	3	12	9	6	0	2	1566	1547	2348	700	633	606
"RCHGF002585"	16	30	14	10	7	6	4598	4006	6618	1474	1062	1007
"RCHGF002586"	1	4	2	3	0	0	1132	941	533	609	517	422
"RCHGF002587"	1	0	0	0	0	1	159	120	150	63	50	59
"RCHGF002588"	3	1	1	4	1	0	343	353	412	262	246	190
"RCHGF002589"	0	1	0	0	2	0	38	52	41	33	17	16
"RCHGF002590"	12	8	0	0	0	1	361	334	340	249	178	148
"RCHGF002591"	2	10	5	5	3	4	687	684	522	150	227	246
"RCHGF002592"	0	0	0	0	0	0	42	28	24	6	9	13
"RCHGF002593"	2	7	0	4	2	0	344	500	168	179	149	117
"RCHGF002594"	10	23	10	4	1	1	603	744	371	580	625	565
"RCHGF002595"	14	20	16	16	2	2	983	1141	741	900	1210	1103
"RCHGF002596"	0	0	0	0	0	0	22	21	20	18	22	21
"RCHGF002597"	6	11	6	0	0	0	892	1095	1039	748	847	652
"RCHGF002598"	1	3	0	1	1	0	222	310	155	161	116	116
"RCHGF002599"	0	0	0	0	0	0	33	15	31	14	19	5
"RCHGF002600"	0	1	0	0	0	1	54	32	14	27	15	20
"RCHGF002601"	1	5	2	2	1	0	363	394	291	216	225	160
"RCHGF002602"	2	1	0	0	1	0	65	78	51	150	104	80
"RCHGF002603"	3	0	1	2	0	6	1098	1057	1150	851	895	753
"RCHGF002604"	0	0	1	0	0	0	38	24	24	19	41	26
"RCHGF002605"	5	9	5	4	1	2	176	248	114	39173	27225	35855
"RCHGF002606"	6	4	1	3	1	2	151	186	96	22260	14664	18867
"RCHGF002607"	50	58	14	36	8	8	644	918	619	274845	208811	229039
"RCHGF002608"	22	30	14	11	1	0	355	529	283	99376	75763	77048
"RCHGF002609"	9	19	7	5	1	0	1245	1271	482	1992	1433	1235
"RCHGF002610"	2	2	0	0	2	0	91	116	82	121	61	56
"RCHGF002611"	1	3	1	0	0	4	245	238	190	167	110	84
"RCHGF002612"	1	0	1	0	1	0	243	321	153	187	185	173
"RCHGF002613"	4	13	6	3	3	0	884	824	403	458	598	490
"RCHGF002614"	8	4	0	0	1	0	211	269	195	121	141	149
"RCHGF002615"	0	0	3	0	0	0	75	98	56	37	30	19
"RCHGF002616"	3	7	6	2	0	1	980.133	950.727	1328.3	516.12	478.487	375.095
"RCHGF002617"	0	3	1	0	0	0	727	749	520	546	414	425
"RCHGF002618"	0	1	0	0	1	0	163	135	101	467	348	245
"RCHGF002619"	0	0	0	0	0	0	118	146	112	542	425	265
"RCHGF002620"	0	1	0	0	0	0	32	32	18	21	12	7
"RCHGF002621"	3	4	1	5	0	0	1062	767	1139	612	892	656
"RCHGF002622"	0	0	0	0	0	0	5	8	9	2	5	4
"RCHGF002623"	9	10	4	1	3	0	248	267	188	356	244	250
"RCHGF002624"	10	27	11	0	2	2	1456	1588	612	1849	2127	1833
"RCHGF002625"	0	0	0	1	0	0	176	160	140	319	268	199
"RCHGF002626"	0	0	0	0	0	0	55	58	45	34	11	19
"RCHGF002627"	0	0	0	0	0	0	34	31	23	25	12	11
"RCHGF002628"	21	15	7	2	0	0	265	422	312	64617	64773	54526
"RCHGF002629"	0	2	1	1	0	0	80	115	104	34	39	27
"RCHGF002630"	1	4	1	0	3	1	188	161	136	78	37	41
"RCHGF002631"	14	5	8	2	3	0	2554	2162	1938	862	1009	785
"RCHGF002632"	2	1	0	0	0	1	168	180	140	104	78	59
"RCHGF002633"	4	5	0	0	1	0	468	459	119	39	11	13
"RCHGF002634"	0	5	1	0	0	0	704	765	185	94	31	32
"RCHGF002635"	1	1	0	0	0	0	301	368	99	28	13	9
"RCHGF002636"	0	0	2	0	1	0	401	407	155	74	30	36
"RCHGF002638"	2	0	0	0	1	0	50	63	59	30	17	29
"RCHGF002639"	2	0	1	0	0	2	812	643	555	223	183	148
"RCHGF002640"	0	0	2	0	0	0	208	153	109	307	294	181
"RCHGF002641"	0	2	1	0	1	10	358	337	370	715	533	432
"RCHGF002642"	5	3	0	0	0	0	824	856	1695	439	610	550
"RCHGF002643"	11	16	13	2	0	7	2730	2782	1941	948	899	700
"RCHGF002645"	10	10	5	2	3	5	1436	1607	1918	507	517	536
"RCHGF002646"	17	50	26	12	7	17	3302	2993	2259	2672	3224	3041
"RCHGF002647"	1	0	2	0	1	0	508	433	372	268	276	258
"RCHGF002648"	0	1	0	1	0	0	212	253	121	148	160	169
"RCHGF002649"	8	5	4	5	0	0	2432	2498	2273	1463	1926	1835
"RCHGF002650"	0	0	0	0	0	0	642	693	611	441	451	374
"RCHGF002651"	0	0	5	0	0	1	1313	1211	983	1377	1731	1353
"RCHGF002652"	3	5	1	1	2	0	858	969	477	1894	1617	1367
"RCHGF002653"	1	0	0	1	0	0	50	47	61	235	261	219
"RCHGF002654"	0	0	0	0	0	0	27	24	17	6	4	3
"RCHGF002655"	3	9	2	3	4	2	6373	6606	9964	2322	2382	1992
"RCHGF002656"	7	0	8	2	1	0	4285	4310	3585	2714	3507	2810
"RCHGF002657"	9	6	0	3	6	2	8476	7984	11996	3843	3263	2487
"RCHGF002658"	124	104	104	34	32	41	7875	8203	3652	11697	12009	11488
"RCHGF002659"	3	5	7	1	0	2	283	324	205	688	605	531
"RCHGF002660"	4	6	3	0	0	0	1367	985	817	851	1085	924
"RCHGF002661"	8	7	1	4	3	4	1248	1303	1301	1975	2042	1677
"RCHGF002662"	6	8	2	1	3	2	216	216	242	1919	1919	1789
"RCHGF002663"	35	39	30	13	14	16	2191	1791	1380	877	1119	888
"RCHGF002664"	3	3	1	2	0	0	738	754	537	803	1036	713
"RCHGF002665"	6	15	18	5	3	4	1639	2067	1415	718	922	754
"RCHGF002666"	1	7	1	1	5	0	4744	5101	3889	2392	2469	2076
"RCHGF002667"	1	8	3	1	0	0	132	180	155	309	188	193
"RCHGF002668"	3	1	4	1	0	0	104	109	68	349	350	289
"RCHGF002669"	0	0	0	0	0	0	2	1	1	0	0	0
"RCHGF002670"	0	1	0	0	0	0	30	59	31	36	30	16
"RCHGF002671"	3	2	5	3	3	4	345	386	165	281	214	189
"RCHGF002672"	5	6	3	0	3	5	178	204	164	215	212	122
"RCHGF002673"	8	3	2	1	3	0	676	805	360	316	323	270
"RCHGF002674"	1	4	4	3	1	1	204	220	148	86	91	100
"RCHGF002675"	7	1	1	0	0	0	178	180	124	103	115	92
