"Feature"	"Consortium_Early_R1"	"Consortium_Early_R2"	"Consortium_Early_R3"	"Consortium_Late_R1"	"Consortium_Late_R2"	"Consortium_Late_R3"	"PT33_Early_R1"	"PT33_Early_R2"	"PT33_Early_R3"	"PT33_Late_R1"	"PT33_Late_R2"	"PT33_Late_R3"
"RVCYZ000643"	91	108	60	113	90	71	121	200	6	432	489	421
"RVCYZ000644"	246	353	205	285	200	152	323	568	120	1217	1216	1144
"RVCYZ000645"	147	179	115	132	119	78	169	266	96	647	610	578
"RVCYZ000646"	173	286	186	163	150	100	193	378	244	844	790	692
"RVCYZ000647"	360	442	206	287	218	195	342	633	464	1269	1216	1177
"RVCYZ000648"	919	1325	829	939	670	629	848	1367	1262	2654	2680	2488
"RVCYZ000649"	1133	1412	1184	584	639	557	1255	1461	2465	1870	1840	1890
"RVCYZ000650"	454	560	353	428	338	245	545	838	1409	1787	1901	1997
"RVCYZ000651"	258	344	250	257	194	174	375	522	650	1363	1355	1262
"RVCYZ000652"	1184	1332	1058	1006	839	793	1042	1557	2293	2787	2750	2763
"RVCYZ000653"	739	861	713	717	605	555	673	889	580	1121	1058	1022
"RVCYZ000654"	2704	3483	2499	2731	2157	2029	2420	3448	3716	5050	5595	5193
"RVCYZ000655"	20961	26514	20695	21567	18029	19931	18561	19223	71279	15063	13327	13849
"RVCYZ000656"	130	111	132	127	90	87	138	194	246	401	407	437
"RVCYZ000657"	844	987	888	567	516	504	921	1094	1165	976	1050	1014
"RVCYZ000658"	806	1013	836	622	616	680	738	845	942	471	458	426
"RVCYZ000659"	95	120	114	97	103	82	97	101	143	174	148	180
"RVCYZ000660"	9059	11197	8635	7131	6134	6628	7953	9000	11153	6453	6700	6590
"RVCYZ000661"	445	622	459	322	246	233	397	513	287	536	493	561
"RVCYZ000662"	1394	1787	1294	799	690	656	1376	1742	869	2013	2118	1969
"RVCYZ000663"	135	208	127	144	117	103	217	303	120	661	710	735
"RVCYZ000664"	1261	1394	1102	1137	1007	982	1266	1660	1298	2302	2544	2579
"RVCYZ000665"	1458	1774	1294	1259	1094	935	1559	2188	1544	3214	3185	3270
"RVCYZ000666"	480	527	521	443	424	413	510	656	612	1004	1081	1090
"RVCYZ000667"	373	560	407	320	294	226	511	735	1018	1433	1434	1503
"RVCYZ000668"	343	409	261	386	233	201	311	406	641	784	762	747
"RVCYZ000669"	182	150	142	168	139	117	162	278	136	558	622	540
"RVCYZ000670"	860	989	645	566	508	515	900	1295	476	1565	1735	1548
"RVCYZ000671"	1247	1610	1058	869	695	770	1485	1822	473	1730	1681	1708
"RVCYZ000672"	619	723	529	518	434	334	692	942	243	971	1147	974
"RVCYZ000673"	149	133	100	118	92	52	114	237	23	305	374	384
"RVCYZ000674"	156	160	104	146	91	90	163	293	29	665	668	706
"RVCYZ000675"	57	82	54	57	41	28	66	108	135	343	328	306
"RVCYZ000676"	232	317	159	215	189	128	254	476	120	1166	1332	1199
"RVCYZ000677"	115	137	89	121	106	98	183	296	105	704	719	724
"RVCYZ000678"	6401	8394	6258	5763	4648	4982	4339	5309	7400	5189	4789	4585
"RVCYZ000679"	2458	2956	2377	1827	1353	1479	2447	3141	3684	3832	3739	3702
"RVCYZ000680"	3882	5280	6751	3253	2486	2710	2883	3562	1880	3174	2934	3020
"RVCYZ000681"	2840	3941	4679	2057	1701	1874	2402	2729	965	2325	2310	2338
"RVCYZ000682"	1605	2055	2678	1284	1039	1067	1256	1570	533	1179	1237	1158
"RVCYZ000683"	1959	2528	2960	1462	1281	1222	1691	2169	580	2206	2304	2189
"RVCYZ000684"	879	1005	1382	849	877	816	683	883	405	911	994	972
"RVCYZ000685"	670	823	1099	762	755	786	708	832	397	937	822	933
"RVCYZ000686"	2002	2910	2138	2320	1868	2135	1944	2113	993	2465	2440	2409
"RVCYZ000687"	186	264	137	172	165	117	208	422	1382	1034	1093	1147
"RVCYZ000688"	294	499	299	336	302	205	419	716	707	1572	1647	1652
"RVCYZ000689"	529	588	421	500	348	263	560	862	179	1452	1552	1572
"RVCYZ000690"	1695	2027	1496	1485	1193	1279	1139	1545	1206	710	607	687
"RVCYZ000691"	1152	1425	1149	871	723	769	1188	1480	1490	1998	1943	2042
"RVCYZ000692"	518	666	563	312	281	260	560	680	656	778	843	760
"RVCYZ000693"	1063	1187	967	609	514	417	1121	1422	447	1903	2203	2014
"RVCYZ000694"	1195	1689	1242	872	693	710	1075	1355	493	1514	1445	1411
"RVCYZ000695"	17227	21977	17432	15002	12857	13933	13475	14098	9922	6414	6155	5974
"RVCYZ000696"	3753	4323	3354	2513	1958	2259	3095	3498	1432	2928	2892	2812
"RVCYZ000697"	449	573	425	261	263	256	314	353	165	268	240	207
"RVCYZ000698"	2764	3114	2583	1866	1647	1714	2575	3093	876	2732	2840	2844
"RVCYZ000699"	2073	2649	2275	1307	1111	1039	2139	2830	1961	2245	2342	2406
"RVCYZ000700"	6667	8055	7243	6051	5279	6231	6726	6971	9698	4166	3891	4712
"RVCYZ000701"	5365	7033	5146	4052	3269	3514	4914	5205	2552	2953	2817	2908
"RVCYZ000702"	646	774	620	566	528	400	772	974	1435	1432	1517	1568
"RVCYZ000703"	2875	3334	3133	2221	1844	2143	2820	2789	10456	1375	1283	1401
"RVCYZ000704"	3208	3876	3331	2128	1732	1717	2903	3520	1645	3340	3348	3150
"RVCYZ000705"	944	1120	1012	714	519	431	1071	1550	332	2297	2436	2414
"RVCYZ000706"	7841	10133	6917	5228	4534	4344	7547	9534	6623	9390	9727	9533
"RVCYZ000707"	3781	4871	3538	3343	2953	3068	3488	4213	7083	4013	4216	4259
"RVCYZ000708"	1492	1916	1314	1559	1164	1262	1265	1279	8766	1936	1604	1632
"RVCYZ000709"	11098	12905	10912	8434	6932	7948	10159	9647	7861	2511	2086	2360
"RVCYZ000710"	2800	3333	2539	2636	2340	2540	2907	3391	5249	3888	3888	4102
"RVCYZ000711"	548	607	460	556	422	425	487	796	580	1485	1613	1579
"RVCYZ000712"	865	1056	801	688	609	524	865	1229	1000	1852	2126	1971
"RVCYZ000713"	675	852	647	571	423	544	728	978	1293	1184	1156	1099
"RVCYZ000714"	1990	2535	1602	1873	1513	1435	1701	2400	2437	4275	4376	4333
"RVCYZ000715"	326	436	276	395	289	229	334	656	181	1370	1530	1523
"RVCYZ000716"	2337	2913	2082	1697	1405	1196	2508	3789	1809	5907	6551	6490
"RVCYZ000717"	169	189	91	134	103	98	158	273	63	669	804	768
"RVCYZ000718"	1564	1812	1315	938	897	754	1000	1402	4793	2421	2337	2350
"RVCYZ000719"	552	619	473	392	272	320	380	409	166	418	348	400
"RVCYZ000720"	2651	3366	2458	1989	1565	1613	2138	2664	495	2639	2593	2880
"RVCYZ000721"	1621	1933	1598	1122	854	867	1284	1691	263	1534	1595	1692
"RVCYZ000722"	670	808	612	589	500	473	571	856	295	1381	1372	1517
"RVCYZ000723"	1017	1233	949	806	715	748	981	1356	622	1716	1967	1947
"RVCYZ000724"	1159	1434	1125	983	775	911	861	1187	673	1544	1650	1531
"RVCYZ000725"	191	291	168	214	168	128	212	291	276	629	723	703
"RVCYZ000726"	165	177	124	141	95	122	171	223	187	593	616	603
"RVCYZ000727"	115	161	81	99	87	70	118	207	52	605	660	599
"RVCYZ000728"	329	447	245	352	245	201	436	710	323	1528	1667	1655
"RVCYZ000729"	259	342	179	272	188	127	353	639	117	1224	1413	1350
"RVCYZ000730"	291	330	260	277	292	188	401	632	388	1153	1180	1119
"RVCYZ000731"	573	799	475	424	403	285	528	702	755	1216	1269	1097
"RVCYZ000732"	11490	14278	11712	10625	9134	10361	11670	11869	14365	5416	5563	6044
"RVCYZ000733"	2885	3347	3735	3086	2865	3080	2668	2928	3664	1008	988	1081
"RVCYZ000734"	3080	4131	2980	2480	2089	2129	3001	3467	3048	3821	3981	3989
"RVCYZ000735"	59717	82829	59353	73893	57083	59611	51769	52860	15781	18150	13043	10970
"RVCYZ000736"	1060	1554	1082	930	739	805	1016	1190	1173	1068	1059	1009
"RVCYZ000737"	789	1066	781	545	517	454	844	1102	780	1747	1720	1704
"RVCYZ000738"	959	1059	723	979	819	648	944	1381	2068	2715	2862	2883
"RVCYZ000739"	209	264	154	240	193	147	202	347	248	764	784	853
"RVCYZ000740"	202	233	196	217	188	173	173	342	158	721	758	702
"RVCYZ000741"	1180	1372	1149	710	582	597	1180	1511	820	1824	1781	1669
"RVCYZ000742"	4159	5451	3990	3750	3135	3215	3244	4623	15355	7591	7206	7174
"RVCYZ000743"	1533	1812	1225	1387	1049	901	1508	2258	1843	4129	4487	4048
"RVCYZ000744"	801	1026	700	635	485	460	642	888	3086	1911	1883	1903
"RVCYZ000745"	1252	1653	1196	1129	873	845	864	1158	3529	1686	1560	1537
"RVCYZ000746"	1494	1830	1361	1398	1104	1122	1186	1670	3751	2248	2234	2279
"RVCYZ000747"	10628	13567	10780	9426	8004	9220	9653	9788	8843	4839	4435	4587
"RVCYZ000748"	1367	1692	1550	965	867	839	1253	1462	2715	1737	1502	1516
"RVCYZ000749"	396	461	461	333	324	336	329	332	594	357	359	354
"RVCYZ000750"	260	357	266	195	107	107	218	309	251	401	503	302
"RVCYZ000751"	755	1041	630	727	570	502	782	1142	203	2162	2355	2004
"RVCYZ000752"	239	275	254	178	146	146	251	372	86	522	538	463
"RVCYZ000753"	489	654	458	425	339	319	518	784	300	1575	1541	1559
"RVCYZ000754"	203	257	193	183	145	140	234	347	295	720	744	691
"RVCYZ000755"	21270	27254	21840	22041	18670	20806	17457	17762	11708	7111	6506	6497
"RVCYZ000756"	50833	67349	52113	44297	37207	42281	40391	40992	12822	14021	12515	11391
"RVCYZ000757"	756	905	592	821	677	649	653	1175	884	2135	2176	2130
"RVCYZ000758"	1177	1499	1055	1280	1257	1269	1062	1466	1773	2533	2360	2437
"RVCYZ000760"	1686	1838	1162	983	864	703	1937	2831	4388	4912	5097	5806
"RVCYZ000761"	797	1011	718	725	552	542	1115	1581	702	2443	2899	2911
"RVCYZ000762"	3426	4065	2846	2850	2450	2413	3563	4483	5067	4945	5062	5691
"RVCYZ000763"	1994	2534	1791	1055	781	697	1993	2314	4556	1665	1548	1739
"RVCYZ000764"	452	610	373	338	292	206	645	862	1134	1657	1706	1568
"RVCYZ000765"	7007	8790	6124	6081	4640	4682	6007	6662	5396	2907	2838	2990
"RVCYZ000766"	9016	10976	8071	5099	4474	4634	8572	9594	6059	7043	7046	7559
"RVCYZ000767"	766	1033	687	663	509	457	1107	1598	876	2749	2983	2766
"RVCYZ000768"	2106	2638	1703	1865	1446	1364	2501	3492	2246	5398	6210	6239
"RVCYZ000769"	10080	13036	10351	6938	6155	6346	11313	12923	8384	10858	9908	11416
"RVCYZ000770"	2687	3369	2387	1788	1617	1492	2950	3401	2356	2533	3056	3048
"RVCYZ000771"	2081	1453	1099	819	690	612	1421	1882	3173	4315	4020	5040
"RVCYZ000772"	595	653	428	382	353	275	657	975	1082	1954	2087	2381
"RVCYZ000773"	9203	10581	7846	5724	5411	5427	9843	12431	19289	21773	20261	25382
"RVCYZ000774"	2642	2548	1891	1378	1071	923	2268	3291	6295	5060	5137	5432
"RVCYZ000776"	14051	17070	13092	9708	7387	8341	14332	15286	22270	13419	12178	14216
"RVCYZ000777"	11645	14258	10810	5800	4976	4980	11995	13909	10964	9361	9530	10451
"RVCYZ000778"	8358	9641	7114	5679	5093	5291	9360	11308	4006	9610	9222	10538
"RVCYZ000779"	1073	1255	993	792	715	626	1373	1839	1243	2123	2384	2628
"RVCYZ000780"	3591	4344	3320	2505	2347	2374	3796	4555	3670	4095	4395	5023
"RVCYZ000781"	1089	1451	1008	956	772	731	1092	1306	1710	1389	1659	1627
"RVCYZ000782"	2103	2108	1458	1175	916	938	1581	2021	3103	2372	1994	2704
"RVCYZ000783"	471	574	424	319	332	298	631	953	659	1366	1669	1561
"RVCYZ000784"	7163	7092	4855	4253	3753	3480	5783	7414	11507	8839	8881	10066
"RVCYZ000785"	295	238	141	161	141	115	299	507	125	942	886	1112
"RVCYZ000786"	106	106	65	129	82	70	131	298	7	593	568	653
"RVCYZ000787"	91	73	52	84	65	42	84	223	0	416	497	460
"RVCYZ000788"	307	324	229	281	194	151	432	810	16	1399	1600	1549
"RVCYZ000789"	322	289	189	194	167	164	291	609	18	1202	1277	1493
"RVCYZ000790"	585	625	432	542	490	305	792	1503	82	2445	3021	3009
"RVCYZ000791"	708	638	330	442	397	240	712	1153	122	2167	2373	2763
"RVCYZ000792"	153	166	112	103	77	67	172	228	1101	450	479	502
"RVCYZ000793"	11186	13898	10581	7887	6585	6893	11144	12872	9214	9117	9515	10101
"RVCYZ000794"	2161	2530	1996	1244	1154	1053	2255	2889	3631	3677	3955	4543
"RVCYZ000795"	1935	2200	1623	1094	960	851	2058	2687	11157	6158	5713	6411
"RVCYZ000796"	3837	4394	3190	2521	2156	2132	3808	4154	17004	6001	5412	5962
"RVCYZ000797"	7151	7958	6596	6273	5618	6092	7112	7985	10598	6713	6802	7879
"RVCYZ000798"	6216	7619	5490	4815	3879	3870	6557	7532	9164	8798	8804	9003
"RVCYZ000799"	11558	14089	11425	9539	8082	10069	13656	13928	9483	5214	4390	5200
"RVCYZ000800"	1185	1417	1023	940	688	661	1187	1690	2166	2699	2546	2861
"RVCYZ000801"	2700	2794	1909	1681	1451	1334	2413	3190	4584	5885	5854	6427
"RVCYZ000802"	6819	7893	5784	3601	2863	2964	6614	7868	18294	13337	11531	14365
"RVCYZ000803"	155	185	142	145	112	101	189	347	101	624	710	782
"RVCYZ000804"	1846	2139	1298	1132	1017	714	2288	3389	931	5071	5832	6218
"RVCYZ000805"	1902	2253	1605	756	724	714	2035	2149	1255	1830	1969	2421
"RVCYZ000806"	9696	11599	7851	2799	2537	2427	9795	10046	5567	7114	6676	7325
"RVCYZ000807"	2087	1886	1438	1353	1165	961	2073	3101	904	3692	3923	4791
"RVCYZ000808"	703	869	558	522	440	335	968	1421	1131	2366	2555	2521
"RVCYZ000809"	3288	3950	2765	1983	1556	1578	3604	4659	4901	5626	6272	6491
"RVCYZ000810"	742	894	521	557	422	417	889	1444	730	2720	2612	2969
"RVCYZ000811"	663	714	468	522	407	348	884	1366	551	2569	2835	2972
"RVCYZ000812"	535	691	437	498	433	305	804	1341	123	2419	2687	2779
"RVCYZ000813"	1573	1832	1217	1000	874	635	2155	3178	1042	6929	6507	6876
"RVCYZ000814"	1259	1497	975	876	721	524	1734	2718	549	5230	5468	5586
"RVCYZ000815"	348	403	326	247	246	148	474	845	158	1566	1626	1869
"RVCYZ000816"	602	740	549	384	314	204	770	1163	483	2068	2313	2415
"RVCYZ000817"	6356	7352	5060	3950	3181	2949	6405	8414	16642	15570	15098	16816
"RVCYZ000818"	3285	4108	2709	1851	1562	1375	3905	5102	2474	7107	7183	7603
"RVCYZ000819"	586	586	448	366	351	198	689	986	178	1648	1705	1796
"RVCYZ000820"	859	1067	611	679	638	379	1144	2106	612	3996	4149	4105
"RVCYZ000821"	463	432	290	239	218	156	404	773	844	1539	1333	1868
"RVCYZ000822"	1094	1155	845	896	691	628	1202	1608	1689	2625	2597	3024
"RVCYZ000823"	1039	1201	858	668	553	502	1262	1769	1374	2538	2799	3051
"RVCYZ000824"	2282	2738	1957	1353	1225	936	3079	3998	4314	7047	7282	7731
"RVCYZ000825"	1650	2086	1370	1116	958	816	2113	3312	1290	5695	6163	6325
"RVCYZ000826"	1595	1874	1169	1126	949	782	1864	3257	784	5379	6009	6442
"RVCYZ000827"	516	645	403	480	383	256	713	1256	282	1957	2340	2404
"RVCYZ000828"	506	629	418	424	403	266	690	1163	381	2297	2497	2669
"RVCYZ000829"	1204	1221	829	889	784	505	1568	2522	1356	4380	4740	4901
"RVCYZ000830"	127	149	147	118	93	56	230	345	132	563	626	690
"RVCYZ000831"	105	129	124	87	66	57	142	145	304	308	254	282
"RVCYZ000832"	2845	3398	2505	1610	1477	1286	3031	3816	7684	5156	5192	5257
"RVCYZ000833"	2851	3281	2298	2036	1718	1301	3484	5485	1539	8673	9161	9310
"RVCYZ000834"	914	1036	699	688	485	523	994	1431	1246	2678	2596	2755
"RVCYZ000835"	1677	2100	1439	1070	917	718	2017	3045	2152	5081	5699	6044
"RVCYZ000836"	636	757	618	495	462	305	841	1326	645	2210	2620	2499
"RVCYZ000837"	1656	2287	1462	1151	1000	946	1762	2404	4105	3505	3543	3988
"RVCYZ000838"	3633	4504	3052	2957	2491	2481	3894	5091	3991	6888	7181	7723
"RVCYZ000839"	171	238	115	144	114	76	224	467	5	730	893	909
"RVCYZ000840"	623	709	464	378	393	292	765	1362	2529	2262	2662	2711
"RVCYZ000841"	446	584	365	371	332	213	649	1194	729	2371	2819	2808
"RVCYZ000842"	2369	2750	2067	1314	1182	1058	2803	3586	3359	5863	5727	6580
"RVCYZ000843"	521	637	420	435	417	336	797	1262	405	2726	2832	3113
"RVCYZ000844"	6444	7538	5757	4732	4302	4201	6067	7791	15654	11809	10436	12830
"RVCYZ000845"	6808	8223	5982	4929	3870	4050	6475	7546	16558	8833	8094	9103
"RVCYZ000846"	5820	6904	5086	3647	3303	3366	6189	7744	16980	13281	12963	14105
"RVCYZ000847"	8952	10944	7717	5679	4803	5154	8598	9239	11344	12428	11273	12338
"RVCYZ000848"	7609	9276	6282	3481	2906	2934	7345	8318	10315	17417	15726	17034
"RVCYZ000849"	517	625	397	444	323	296	623	1018	3471	3709	3174	3146
"RVCYZ000850"	250	345	277	144	117	133	256	284	1849	1513	1299	1392
"RVCYZ000851"	354	449	267	194	192	172	430	556	1437	2148	1683	1997
"RVCYZ000852"	2984	2929	1969	1413	1266	1073	2837	3744	6419	7427	7240	7915
"RVCYZ000853"	576.549	467	325	442	370	234	620	1115	642	2827	2840	3131
"RVCYZ000854"	129.451	37	46	57	42	33	64	144	75	412	319	456
"RVCYZ000855"	235	266	185	159	172	135	328	513	167	1137	1383	1417
"RVCYZ000856"	502	450	363	408	352	234	597	965	489	2332	2287	2441
"RVCYZ000857"	559	618	318	414	364	285	562	1162	411	2282	2304	2340
"RVCYZ000858"	10617	12888	9680	11749	10694	10896	10154	12061	8822	12812	12119	14293
"RVCYZ000859"	9042	10767	8219	12527	10983	10944	8041	10077	7083	11446	11016	12311
"RVCYZ000860"	1315	1502	987	980	856	649	1434	2295	4212	6367	6288	7054
"RVCYZ000861"	2643	2646	1751	962	795	648	2706	3339	2123	4859	4631	5532
"RVCYZ000862"	730	963	541	448	314	244	852	1202	529	2009	2333	2193
"RVCYZ000863"	1039	1394	830	557	452	379	1287	1688	1235	3036	3304	3542
"RVCYZ000864"	920	1159	729	493	458	312	1186	1487	1078	2702	2790	3068
"RVCYZ000865"	1468	1764	1065	836	784	549	2050	2870	2605	4889	5391	5720
"RVCYZ000866"	380	432	242	249	191	148	415	614	1871	1473	1404	1527
"RVCYZ000867"	2638	2732	2036	1113	1007	1011	2486	3077	16150	8981	7660	9872
"RVCYZ000868"	5170	5975	4359	3736	3074	3099	5266	6316	16930	12168	11148	13623
"RVCYZ000869"	7033	8083	6289	4177	3514	3661	7640	8668	12131	9403	8795	10379
"RVCYZ000870"	3660	4210	3245	1492	1268	1134	4003	5177	10912	7257	7039	8581
"RVCYZ000871"	982	1140	811	793	663	583	1167	1689	3360	3828	3901	4151
"RVCYZ000872"	1831	2103	1384	1175	1010	874	2021	2714	9672	7674	7499	8443
"RVCYZ000873"	1203	1196	812	754	601	556	1097	1587	8004	6710	5543	7220
"RVCYZ000874"	525	579	416	543	381	434	511	861	4016	2913	2806	3496
"RVCYZ000875"	740	895	589	523	448	388	882	1424	5353	5634	4642	5217
"RVCYZ000876"	211	209	153	145	132	85	249	432	852	1166	1156	1255
"RVCYZ000877"	1007	1036	680	752	652	480	1269	1987	2617	4907	5278	5506
"RVCYZ000878"	59	65	52	68	60	44	73	133	236	420	406	480
"RVCYZ000879"	840	916	642	746	630	485	1033	1641	2267	3428	3915	3924
"RVCYZ000880"	646	775	438	505	424	292	896	1312	1820	3317	3425	3623
"RVCYZ000881"	992	1090	814	902	761	672	1037	1680	3571	3244	3487	3543
"RVCYZ000882"	333	374	239	316	234	180	400	648	907	1331	1474	1539
"RVCYZ000883"	454	557	317	401	360	248	562	1042	1080	2102	2237	2339
"RVCYZ000884"	1334	1591	1041	864	749	560	1713	2555	4469	5872	6025	6445
"RVCYZ000885"	478	625	393	475	389	398	674	1002	1242	1819	2004	2164
"RVCYZ000886"	834	994	662	751	577	530	645	892	3997	2436	1902	1967
"RVCYZ000887"	670	750	592	503	380	389	719	856	4976	2847	2776	2852
"RVCYZ000888"	1814	1918	1284	1014	997	791	2074	3077	11200	8399	7850	8192
"RVCYZ000889"	646	778	589	442	422	295	1013	1527	1531	2521	2843	2947
"RVCYZ000890"	1154	1200	853	592	497	433	1278	1850	3070	4646	4705	5096
"RVCYZ000891"	3677	4685	3050	2499	2166	1923	3369	4481	12929	6899	6659	7002
"RVCYZ000892"	1733	2076	1388	1262	1139	1042	2043	3123	3927	5651	6256	6306
"RVCYZ000893"	995	1261	815	801	626	469	1452	2315	2754	5213	5503	5466
"RVCYZ000894"	931	965	735	578	503	339	1048	1593	3682	3233	3469	3822
"RVCYZ000895"	18609	23160	15643	12601	10233	10731	19419	21581	61015	18365	16749	19461
"RVCYZ000896"	7160	8036	6175	4465	3753	3882	7688	9486	50064	22954	21125	22713
"RVCYZ000897"	4505	5556	4572	2694	2312	2282	5519	6950	14638	10642	10737	12108
"RVCYZ000898"	670	808	633	232	155	133	950	1014	2814	1364	1451	1408
"RVCYZ000899"	233	290	133	141	120	71	270	458	463	1183	1116	1131
"RVCYZ000900"	1137	1065	714	579	481	451	1172	1639	2384	3399	3251	3950
"RVCYZ000901"	3399	3778	3230	2377	1901	2154	3663	4253	8229	2027	1802	2100
"RVCYZ000902"	6084	7524	5178	3783	3029	2883	5242	5884	18659	6619	6233	7120
"RVCYZ000903"	2216	2423	1872	1281	1175	1115	2508	2968	9611	6544	6456	7194
"RVCYZ000904"	4506	4901	3684	2997	2684	2660	5277	7040	15198	13927	14515	16906
"RVCYZ000905"	7907	9121	6901	4887	3670	3564	6543	7215	30527	6768	6032	7568
"RVCYZ000906"	4794	5635	4415	2793	2362	2352	4214	4876	29397	10902	9439	11567
"RVCYZ000907"	5957	7319	5721	2633	2362	2171	6116	7634	30971	15555	14332	16721
"RVCYZ000908"	4411	5403	4282	1723	1498	1415	4587	5651	11618	8286	7983	9191
"RVCYZ000909"	6724	8671	6251	2594	2133	2225	7171	8019	9020	7208	7050	7817
"RVCYZ000910"	3030	3980	2934	1436	1224	1149	3066	3621	4254	4020	3834	4203
"RVCYZ000911"	7640	10275	7503	4100	3420	3346	8723	10065	9379	9590	9969	10585
"RVCYZ000912"	837	976	726	617	538	437	1076	1597	3470	3296	3633	3984
"RVCYZ000913"	1328	1385	1029	822	841	605	1588	2216	7424	4733	4711	5363
"RVCYZ000914"	1485	1732	1185	977	697	712	1693	2395	11888	4720	4474	5024
"RVCYZ000915"	2244	2404	1849	1916	1371	1480	2144	2544	11579	4962	3955	4579
"RVCYZ000916"	1357	1576	997	1018	840	605	1844	2761	6534	5887	6438	6512
"RVCYZ000917"	1668	1935	1298	859	850	636	1976	2523	11316	4617	4836	5127
"RVCYZ000918"	4029	3818	4669	2196	2039	2359	5523	5410	4876	1958	2054	2637
"RVCYZ000919"	32777	43387	32986	26041	22080	23884	28983	31109	42056	26384	23607	25462
"RVCYZ000920"	966	1058	828	526	523	518	1027	1401	7821	3947	4176	4852
"RVCYZ000921"	1640	1829	1588	957	752	906	2074	2051	10141	3309	3286	3564
"RVCYZ000922"	1847	2179	1480	1632	1342	1396	1911	2762	5633	5241	5458	5535
"RVCYZ000924"	3845	4540	3257	1991	1738	1432	4452	5299	5351	5895	6395	6435
"RVCYZ000925"	4771	5740	4306	1748	1523	1279	5191	5537	10048	4857	4853	5220
"RVCYZ000926"	1686	2061	1440	1183	1028	1077	1817	2012	3990	2038	2305	2111
"RVCYZ000927"	6723	7650	7338	4124	3742	4160	7588	7437	5426	2078	1899	2263
"RVCYZ000928"	25953	28432	20480	9852	8017	7537	22375	22636	21706	9027	7381	9229
"RVCYZ000929"	7815	9929	7545	3175	2714	2766	9285	9312	7068	4181	4097	4432
"RVCYZ000930"	10548	13822	9726	10773	8738	9580	9430	9907	2202	2917	2770	2870
"RVCYZ000931"	4865	5724	4336	3051	2476	2686	4606	5306	1396	2491	2209	2650
"RVCYZ000932"	12421	15515	11706	8589	7101	7221	11536	13323	13108	11637	12116	11567
"RVCYZ000933"	739	1004	759	487	358	433	879	862	797	865	866	988
"RVCYZ000934"	5003	6221	4574	3616	2792	2921	4457	4930	3854	2482	2621	2727
"RVCYZ000935"	2445	2934	2395	2030	1659	2033	2987	2900	1516	973	918	1018
"RVCYZ000936"	5544	6247	5226	2389	1941	1966	5155	5440	2789	931	868	970
"RVCYZ000937"	5899	6750	4835	3616	3163	3010	5768	6802	16203	8113	7804	8424
"RVCYZ000938"	5476	6916	4889	3552	2862	3054	5329	6440	18610	7952	7429	7492
"RVCYZ000939"	1471	1791	1296	1059	871	892	1445	1601	3990	1916	1924	2109
"RVCYZ000940"	3567	4394	3459	3340	2828	3333	3916	4160	4501	2586	2617	2804
"RVCYZ000941"	304	429	252	338	229	144	428	861	81	1301	1469	1595
"RVCYZ000942"	409	357	352	124	111	106	424	483	635	519	539	523
"RVCYZ000943"	104	127	68	62	51	29	83	111	283	182	172	153
"RVCYZ000944"	213	211	158	128	112	69	225	293	505	631	631	603
"RVCYZ000945"	406	558	490	169	189	136	430	497	369	508	576	353
"RVCYZ000946"	1870	2417	1904	780	660	577	1795	2182	615	1292	1377	1077
"RVCYZ000947"	1413	1922	1434	514	390	331	1223	1422	1159	554	553	556
"RVCYZ000948"	2672	3517	2804	530	502	505	2714	2948	2338	868	657	733
"RVCYZ000949"	74	91	63	47	38	19	99	111	23	198	191	149
"RVCYZ000950"	550	745	604	313	261	204	689	863	270	760	698	718
"RVCYZ000952"	1076	1195	802	796	737	566	1184	2089	540	3027	3519	3395
"RVCYZ000953"	11160	13779	9394	7280	6039	5738	11014	13797	4672	11157	12128	12282
"RVCYZ000954"	3428	3826	3354	1672	1466	1560	3427	3683	6305	2560	2399	2730
"RVCYZ000955"	1105	1197	874	818	592	557	872	944	1252	800	823	951
"RVCYZ000956"	907	967	789	704	624	560	1089	1465	1747	1871	2054	1952
"RVCYZ000957"	619	774	467	572	501	485	683	1128	1536	1874	2020	2093
"RVCYZ000958"	27467	33941	24868	16276	13824	14377	23360	25615	116331	25554	21179	25664
"RVCYZ000959"	2972	3171	2415	1921	1646	1501	2813	3880	2989	4199	4449	4505
"RVCYZ000960"	373	407	361	292	222	271	337	457	477	498	453	508
"RVCYZ000961"	995	1220	804	755	633	482	1183	1666	2283	2692	2803	3008
"RVCYZ000962"	1360	1485	1123	893	772	678	1535	2002	2690	3193	3172	3437
"RVCYZ000963"	2213	2691	2091	1326	1100	968	2516	3045	2614	3415	3741	3814
"RVCYZ000964"	343	381	255	309	200	162	382	676	311	1105	1247	1238
"RVCYZ000965"	2076	2600	1942	1504	1279	1099	2405	3063	1019	3516	3955	4072
"RVCYZ000966"	1570	1731	1242	1059	895	825	1934	2655	989	3444	3799	3759
"RVCYZ000967"	1050	1359	1135	907	849	868	1312	1492	1783	1934	1914	2067
"RVCYZ000968"	3206	3569	2800	2113	1857	1993	3433	4192	2890	3442	4021	3929
"RVCYZ000969"	18078	22928	17522	14049	12539	13519	15449	16811	22918	11395	11103	12008
"RVCYZ000970"	8443	10150	8186	5051	4119	4134	8467	9585	9903	6821	7255	7675
"RVCYZ000971"	4369	5163	4031	2490	2055	2363	5447	5999	6748	4135	4336	4756
"RVCYZ000972"	2176	2765	2297	1847	1497	1557	2261	2730	3193	2925	2879	3096
