-e target_id	length	eff_length	Monoculture_Bi_animalis_lactis_PT33_Early_Replicate_1_HGF2_counts	tpm
RCHGF001546	468	247.409	0	0
RCHGF001547	372	160.429	0	0
RCHGF001548	954	733.409	0	0
RCHGF001549	456	235.409	0	0
RCHGF001550	1581	1360.41	0	0
RCHGF001551	870	649.409	0	0
RCHGF001552	846	625.409	0	0
RCHGF001553	756	535.409	0	0
RCHGF001554	798	577.409	0	0
RCHGF001555	420	199.409	0	0
RCHGF001556	1224	1003.41	0	0
RCHGF001557	798	577.409	0	0
RCHGF001558	777	556.409	0	0
RCHGF001559	477	256.409	0	0
RCHGF001560	2727	2506.41	0	0
RCHGF001561	735	514.409	0	0
RCHGF001562	1203	982.409	0	0
RCHGF001563	1341	1120.41	0	0
RCHGF001564	282	80.4211	0	0
RCHGF001565	435	214.409	0	0
RCHGF001566	645	424.409	0	0
RCHGF001567	1056	835.409	0	0
RCHGF001568	1515	1294.41	0	0
RCHGF001569	1368	1147.41	0	0
RCHGF001570	660	439.409	0	0
RCHGF001571	837	616.409	0	0
RCHGF001572	771	550.409	0	0
RCHGF001573	471	250.409	0	0
RCHGF001574	414	193.409	0	0
RCHGF001575	843	622.409	0	0
RCHGF001576	648	427.409	0	0
RCHGF001577	1029	808.409	0	0
RCHGF001578	729	508.409	0	0
RCHGF001579	699	478.409	0	0
RCHGF001580	540	319.409	0	0
RCHGF001581	1719	1498.41	0	0
RCHGF001582	867	646.409	0	0
RCHGF001583	1677	1456.41	0	0
RCHGF001584	885	664.409	0	0
RCHGF001585	885	664.409	0	0
RCHGF001586	1041	820.409	0	0
RCHGF001587	1158	937.409	0	0
RCHGF001588	834	613.409	0	0
RCHGF001589	753	532.409	0	0
RCHGF001590	480	259.409	0	0
RCHGF001591	399	187.429	0	0
RCHGF001592	2433	2212.41	0	0
RCHGF001593	1317	1096.41	0	0
RCHGF001594	1668	1447.41	0	0
RCHGF001595	1230	1009.41	0	0
RCHGF001597	708	487.409	0	0
RCHGF001598	711	490.409	0	0
RCHGF001599	741	520.409	0	0
RCHGF001600	693	472.409	0	0
RCHGF001601	414	193.409	0	0
RCHGF001602	207	32.1667	0	0
RCHGF001603	414	193.409	0	0
RCHGF001604	183	27.6667	0	0
RCHGF001605	1104	883.409	1	44490.1
RCHGF001606	135	136	0	0
RCHGF001607	111	112	0	0
RCHGF001608	117	118	0	0
RCHGF001609	336	124.429	0	0
RCHGF001610	612	391.409	0	0
RCHGF001611	333	121.429	0	0
RCHGF001612	621	400.409	0	0
RCHGF001613	1227	1006.41	0	0
RCHGF001614	1167	946.409	0	0
RCHGF001615	387	175.429	0	0
RCHGF001616	819	598.409	0	0
RCHGF001617	990	769.409	0	0
RCHGF001618	363	151.429	0	0
RCHGF001619	1122	901.409	0	0
RCHGF001620	774	553.409	0	0
RCHGF001621	1104	883.409	1	44490.1
RCHGF001622	1272	1051.41	0	0
RCHGF001623	297	95.4211	0	0
RCHGF001624	483	262.409	0	0
RCHGF001625	2868	2647.41	0	0
RCHGF001626	555	334.409	0	0
RCHGF001627	1260	1039.41	0	0
RCHGF001628	696	475.409	0	0
RCHGF001629	1599	1378.41	0	0
RCHGF001630	546	325.409	0	0
RCHGF001631	555	334.409	0	0
RCHGF001632	1290	1069.41	0	0
RCHGF001633	450	229.409	0	0
RCHGF001634	1347	1126.41	0	0
RCHGF001635	462	241.409	0	0
RCHGF001636	876	655.409	0	0
RCHGF001637	2073	1852.41	0	0
RCHGF001638	648	427.409	0	0
RCHGF001639	480	259.409	0	0
RCHGF001640	888	667.409	0	0
RCHGF001641	612	391.409	0	0
RCHGF001642	759	538.409	0	0
RCHGF001643	1287	1066.41	0	0
RCHGF001644	273	85.1875	0	0
RCHGF001645	441	220.409	0	0
RCHGF001646	294	92.4211	0	0
RCHGF001647	552	331.409	0	0
RCHGF001648	1311	1090.41	0	0
RCHGF001649	1482	1261.41	0	0
RCHGF001650	663	442.409	0	0
RCHGF001651	750	529.409	0	0
RCHGF001652	468	247.409	0	0
RCHGF001653	744	523.409	0	0
RCHGF001654	762	541.409	0	0
RCHGF001655	2739	2518.41	0	0
RCHGF001656	468	247.409	0	0
RCHGF001657	747	526.409	0	0
RCHGF001658	819	598.409	0	0
RCHGF001659	1131	910.409	0	0
RCHGF001660	387	175.429	0	0
RCHGF001661	564	343.409	0	0
RCHGF001662	714	493.409	0	0
RCHGF001663	870	649.409	0	0
RCHGF001664	1230	1009.41	0	0
RCHGF001665	174	31.5	0	0
RCHGF001666	1251	1030.41	0	0
RCHGF001667	1398	1177.41	0	0
RCHGF001668	180	37.5	0	0
RCHGF001669	363	151.429	0	0
RCHGF001670	426	205.409	0	0
RCHGF001671	2028	1807.41	0	0
RCHGF001672	1422	1201.41	0	0
RCHGF001673	345	133.429	0	0
RCHGF001674	1239	1018.41	0	0
RCHGF001675	318	106.429	0	0
RCHGF001676	1884	1663.41	0	0
RCHGF001677	756	535.409	0	0
RCHGF001678	126	127	0	0
RCHGF001679	165	22.5	0	0
RCHGF001680	888	667.409	0	0
RCHGF001681	864	643.409	0	0
RCHGF001682	729	508.409	0	0
RCHGF001683	537	316.409	0	0
RCHGF001684	405	193.429	0	0
RCHGF001685	486	265.409	0	0
RCHGF001686	804	583.409	0	0
RCHGF001687	849	628.409	0	0
RCHGF001689	561	340.409	0	0
RCHGF001690	1263	1042.41	0	0
RCHGF001691	426	205.409	0	0
RCHGF001692	1083	862.409	0	0
RCHGF001693	750	529.409	0	0
RCHGF001694	714	493.409	0	0
RCHGF001695	735	514.409	0	0
RCHGF001696	843	622.409	0	0
RCHGF001697	168	25.5	0	0
RCHGF001698	780	559.409	0	0
RCHGF001699	1197	976.409	0	0
RCHGF001700	1104	883.409	0	0
RCHGF001701	468	247.409	0	0
RCHGF001702	774	553.409	0	0
RCHGF001703	864	643.409	0	0
RCHGF001704	852	631.409	0	0
RCHGF001705	1086	865.409	0	0
RCHGF001706	309	102.55	0	0
RCHGF001707	453	232.409	0	0
RCHGF001708	1962	1741.41	0	0
RCHGF001709	888	667.409	0	0
RCHGF001710	1470	1249.41	0	0
RCHGF001711	228	48.2857	0	0
RCHGF001712	1173	952.409	0	0
RCHGF001713	447	226.409	0	0
RCHGF001714	1581	1360.41	0	0
RCHGF001715	990	769.409	0	0
RCHGF001716	906	685.409	0	0
RCHGF001717	615	394.409	0	0
RCHGF001718	564	343.409	0	0
RCHGF001719	684	463.409	0	0
RCHGF001720	1044	823.409	0	0
RCHGF001721	420	199.409	0	0
RCHGF001722	435	214.409	0	0
RCHGF001723	324	112.429	0	0
RCHGF001724	924	703.409	0	0
RCHGF001725	1545	1324.41	0	0
RCHGF001726	726	505.409	0	0
RCHGF001727	288	86.4211	0	0
RCHGF001728	468	247.409	0	0
RCHGF001729	789	568.409	0	0
RCHGF001730	585	364.409	0	0
RCHGF001731	609	388.409	0	0
RCHGF001732	729	508.409	0	0
RCHGF001733	783	562.409	0	0
RCHGF001734	471	250.409	0	0
RCHGF001735	444	223.409	0	0
RCHGF001736	1656	1435.41	0	0
RCHGF001737	1002	781.409	0	0
RCHGF001738	849	628.409	0	0
RCHGF001739	744	523.409	0	0
RCHGF001741	891	670.409	0	0
RCHGF001743	450	229.409	0	0
RCHGF001745	843	622.409	0	0
RCHGF001746	1512	1291.41	0	0
RCHGF001747	606	385.409	0	0
RCHGF001748	723	502.409	0	0
RCHGF001749	477	256.409	0	0
RCHGF001750	612	391.409	0	0
RCHGF001752	390	178.429	0	0
RCHGF001754	1671	1450.41	0	0
RCHGF001755	1482	1261.41	0	0
RCHGF001756	1260	1039.41	0	0
RCHGF001757	702	481.409	0	0
RCHGF001758	717	496.409	0	0
RCHGF001759	678	457.409	0	0
RCHGF001761	1254	1033.41	0	0
RCHGF001762	336	124.429	0	0
RCHGF001763	291	89.4211	0	0
RCHGF001764	261	73.1875	0	0
RCHGF001765	135	136	0	0
RCHGF001766	348	136.429	0	0
RCHGF001767	300	93.55	0	0
RCHGF001768	462	241.409	0	0
RCHGF001769	1035	814.409	0	0
RCHGF001770	333	121.429	0	0
RCHGF001771	1314	1093.41	0	0
RCHGF001772	1563	1342.41	0	0
RCHGF001773	510	289.409	0	0
RCHGF001774	135	136	0	0
RCHGF001775	1833	1612.41	0	0
RCHGF001776	1812	1591.41	0	0
RCHGF001777	255	71.7333	0	0
RCHGF001778	492	271.409	0	0
RCHGF001779	378	166.429	0	0
RCHGF001780	417	196.409	0	0
RCHGF001781	1170	949.409	0	0
RCHGF001782	135	136	0	0
RCHGF001783	156	13.5	0	0
RCHGF001784	420	199.409	0	0
RCHGF001785	1479	1258.41	0	0
RCHGF001786	2583	2362.41	0	0
RCHGF001787	681	460.409	0	0
RCHGF001788	1002	781.409	0	0
RCHGF001789	687	466.409	0	0
RCHGF001790	693	472.409	0	0
RCHGF001791	438	217.409	0	0
RCHGF001792	849	628.409	0	0
RCHGF001793	738	517.409	0	0
RCHGF001794	717	496.409	0	0
RCHGF001795	408	196.429	0	0
RCHGF001796	636	415.409	0	0
RCHGF001797	855	634.409	0	0
RCHGF001798	372	160.429	0	0
RCHGF001799	720	499.409	0	0
RCHGF001800	402	190.429	0	0
RCHGF001801	141	2.5	0	0
RCHGF001803	885	664.409	0	0
RCHGF001804	561	340.409	0	0
RCHGF001805	549	328.409	0	0
RCHGF001806	1431	1210.41	0	0
RCHGF001807	822	601.409	0	0
RCHGF001808	1386	1165.41	0	0
RCHGF001809	1065	844.409	0	0
RCHGF001810	1164	943.409	0	0
RCHGF001811	1044	823.409	1	47731.9
RCHGF001812	1605	1384.41	0	0
RCHGF001813	600	379.409	0	0
RCHGF001814	294	92.4211	0	0
RCHGF001815	186	26.4286	0	0
RCHGF001816	1308	1087.41	0	0
RCHGF001817	465	244.409	0	0
RCHGF001819	801	580.409	0	0
RCHGF001820	780	559.409	0	0
RCHGF001821	744	523.409	0	0
RCHGF001822	162	19.5	0	0
RCHGF001823	183	27.6667	0	0
RCHGF001824	852	631.409	0	0
RCHGF001825	504	283.409	0	0
RCHGF001826	1050	829.409	0	0
RCHGF001827	1071	850.409	0	0
RCHGF001828	1977	1756.41	0	0
RCHGF001829	951	730.409	0	0
RCHGF001830	1875	1654.41	0	0
RCHGF001831	1044	823.409	0	0
RCHGF001832	321	109.429	0	0
RCHGF001833	330	118.429	0	0
RCHGF001834	1332	1111.41	0	0
RCHGF001835	1077	856.409	0	0
RCHGF001836	1182	961.409	0	0
RCHGF001837	453	232.409	0	0
RCHGF001838	420	199.409	0	0
RCHGF001839	561	340.409	0	0
RCHGF001840	462	241.409	0	0
RCHGF001841	438	217.409	0	0
RCHGF001842	1245	1024.41	0	0
RCHGF001843	1299	1078.41	0	0
RCHGF001844	486	265.409	0	0
RCHGF001845	501	280.409	0	0
RCHGF001846	711	490.409	0	0
RCHGF001847	1206	985.409	0	0
RCHGF001848	888	667.409	0	0
RCHGF001849	123	124	0	0
RCHGF001850	354	142.429	0	0
RCHGF001851	348	136.429	0	0
RCHGF001852	1146	925.409	0	0
RCHGF001853	558	337.409	0	0
RCHGF001854	192	28.75	0	0
RCHGF001855	360	148.429	0	0
RCHGF001856	435	214.409	0	0
RCHGF001857	1305	1084.41	0	0
RCHGF001858	186	26.4286	0	0
RCHGF001859	1320	1099.41	0	0
RCHGF001860	114	115	0	0
RCHGF001861	1317	1096.41	0	0
RCHGF001862	879	658.409	0	0
RCHGF001863	378	166.429	0	0
RCHGF001864	129	130	0	0
RCHGF001865	765	544.409	0	0
RCHGF001866	2343	2122.41	0	0
RCHGF001867	918	697.409	0	0
RCHGF001868	675	454.409	0	0
RCHGF001869	855	634.409	0	0
RCHGF001870	891	670.409	0	0
RCHGF001871	1191	970.409	0	0
RCHGF001872	147	7	0	0
RCHGF001873	291	89.4211	0	0
RCHGF001874	1161	940.409	0	0
RCHGF001875	807	586.409	0	0
RCHGF001876	777	556.409	0	0
RCHGF001877	759	538.409	0	0
RCHGF001878	1014	793.409	0	0
RCHGF001879	618	397.409	0	0
RCHGF001880	1812	1591.41	0	0
RCHGF001881	1191	970.409	0	0
RCHGF001882	1113	892.409	0	0
RCHGF001884	1290	1069.41	0	0
RCHGF001885	1395	1174.41	0	0
RCHGF001886	675	454.409	0	0
RCHGF001887	444	223.409	0	0
RCHGF001888	1374	1153.41	0	0
RCHGF001889	513	292.409	0	0
RCHGF001890	1356	1135.41	0	0
RCHGF001891	837	616.409	0	0
RCHGF001892	567	346.409	0	0
RCHGF001893	381	169.429	0	0
RCHGF001894	603	382.409	0	0
RCHGF001895	606	385.409	0	0
RCHGF001896	126	127	0	0
RCHGF001897	1419	1198.41	0	0
RCHGF001898	1932	1711.41	0	0
RCHGF001899	855	634.409	0	0
RCHGF001900	579	358.409	0	0
RCHGF001901	1662	1441.41	0	0
RCHGF001902	993	772.409	0	0
RCHGF001903	489	268.409	0	0
RCHGF001904	1668	1447.41	0	0
RCHGF001905	1200	979.409	0	0
RCHGF001906	1317	1096.41	0	0
RCHGF001907	1398	1177.41	0	0
RCHGF001908	1449	1228.41	0	0
RCHGF001909	126	127	0	0
RCHGF001910	972	751.409	0	0
RCHGF001911	669	448.409	0	0
RCHGF001912	1491	1270.41	0	0
RCHGF001913	861	640.409	0	0
RCHGF001914	1719	1498.41	0	0
RCHGF001915	183	27.6667	0	0
RCHGF001916	504	283.409	0	0
RCHGF001917	1101	880.409	0	0
RCHGF001918	327	115.429	0	0
RCHGF001919	171	28.5	0	0
RCHGF001920	255	71.7333	0	0
RCHGF001921	411	190.409	0	0
RCHGF001922	465	244.409	0	0
RCHGF001923	1272	1051.41	0	0
RCHGF001924	561	340.409	0	0
RCHGF001925	243	59.7333	0	0
RCHGF001926	495	274.409	0	0
RCHGF001927	591	370.409	0	0
RCHGF001928	507	286.409	0	0
RCHGF001929	585	364.409	0	0
RCHGF001930	1671	1450.41	0	0
RCHGF001931	828	607.409	0	0
RCHGF001932	1335	1114.41	0	0
RCHGF001933	249	65.7333	0	0
RCHGF001934	1005	784.409	0	0
RCHGF001935	1164	943.409	0	0
RCHGF001936	891	670.409	0	0
RCHGF001937	1020	799.409	0	0
RCHGF001938	876	655.409	0	0
RCHGF001939	462	241.409	0	0
RCHGF001940	144	4	0	0
RCHGF001941	531	310.409	0	0
RCHGF001942	2064	1843.41	0	0
RCHGF001943	1617	1396.41	2	56291.4
RCHGF001944	264	76.1875	0	0
RCHGF001945	123	124	0	0
RCHGF001946	933	712.409	0	0
RCHGF001947	1737	1516.41	0	0
RCHGF001948	522	301.409	0	0
RCHGF001950	624	403.409	0	0
RCHGF001951	1902	1681.41	0	0
RCHGF001952	549	328.409	0	0
RCHGF001953	1230	1009.41	0	0
RCHGF001954	903	682.409	0	0
RCHGF001955	318	106.429	0	0
RCHGF001956	396	184.429	0	0
RCHGF001957	126	127	0	0
RCHGF001958	111	112	0	0
RCHGF001959	690	469.409	0	0
RCHGF001960	780	559.409	0	0
RCHGF001961	1023	802.409	0	0
RCHGF001962	159	16.5	0	0
RCHGF001963	375	163.429	0	0
RCHGF001964	1581	1360.41	0	0
RCHGF001965	1077	856.409	0	0
RCHGF001966	1419	1198.41	0	0
RCHGF001967	960	739.409	0	0
RCHGF001968	912	691.409	0	0
RCHGF001969	1194	973.409	0	0
RCHGF001970	591	370.409	0	0
RCHGF001971	828	607.409	0	0
RCHGF001972	2583	2362.41	0	0
RCHGF001973	954	733.409	0	0
RCHGF001974	774	553.409	0	0
RCHGF001975	573	352.409	0	0
RCHGF001976	1107	886.409	0	0
RCHGF001977	774	553.409	0	0
RCHGF001978	564	343.409	0	0
RCHGF001979	552	331.409	0	0
RCHGF001980	834	613.409	0	0
RCHGF001981	687	466.409	0	0
RCHGF001982	408	196.429	0	0
RCHGF001983	591	370.409	0	0
RCHGF001984	744	523.409	0	0
RCHGF001986	765	544.409	0	0
RCHGF001987	246	62.7333	0	0
RCHGF001988	369	157.429	0	0
RCHGF001989	705	484.409	0	0
RCHGF001990	1284	1063.41	0	0
RCHGF001991	378	166.429	0	0
RCHGF001992	1089	868.409	0	0
RCHGF001993	312	105.55	0	0
RCHGF001994	441	220.409	0	0
RCHGF001995	1941	1720.41	0	0
RCHGF001996	1245	1024.41	0	0
RCHGF001997	885	664.409	0	0
RCHGF001998	1227	1006.41	0	0
RCHGF001999	372	160.429	0	0
RCHGF002000	726	505.409	0	0
RCHGF002001	327	115.429	0	0
RCHGF002002	438	217.409	0	0
RCHGF002003	507	286.409	0	0
RCHGF002004	177	34.5	0	0
RCHGF002005	642	421.409	0	0
RCHGF002006	603	382.409	0	0
RCHGF002007	360	148.429	0	0
RCHGF002008	837	616.409	0	0
RCHGF002009	705	484.409	0	0
RCHGF002010	657	436.409	0	0
RCHGF002011	414	193.409	0	0
RCHGF002012	1215	994.409	0	0
RCHGF002013	1185	964.409	0	0
RCHGF002014	642	421.409	0	0
RCHGF002015	1422	1201.41	0	0
RCHGF002016	1314	1093.41	0	0
RCHGF002017	654	433.409	0	0
RCHGF002018	984	763.409	0	0
RCHGF002019	804	583.409	0	0
RCHGF002020	414	193.409	0	0
RCHGF002021	360	148.429	0	0
RCHGF002022	318	106.429	0	0
RCHGF002023	1653	1432.41	0	0
RCHGF002024	1737	1516.41	0	0
RCHGF002025	1626	1405.41	0	0
RCHGF002026	246	62.7333	0	0
RCHGF002027	762	541.409	0	0
RCHGF002028	912	691.409	0	0
RCHGF002029	399	187.429	0	0
RCHGF002030	1227	1006.41	0	0
RCHGF002031	804	583.409	0	0
RCHGF002032	771	550.409	0	0
RCHGF002033	471	250.409	0	0
RCHGF002034	2688	2467.41	0	0
RCHGF002035	120	121	0	0
RCHGF002036	594	373.409	0	0
RCHGF002037	957	736.409	0	0
RCHGF002038	765	544.409	0	0
RCHGF002039	987	766.409	0	0
RCHGF002040	462	241.409	0	0
RCHGF002041	942	721.409	0	0
RCHGF002042	1125	904.409	0	0
RCHGF002043	141	2.5	0	0
RCHGF002044	1095	874.409	0	0
RCHGF002045	159	16.5	0	0
RCHGF002046	1464	1243.41	0	0
RCHGF002047	780	559.409	0	0
RCHGF002048	123	124	0	0
RCHGF002050	1548	1327.41	0	0
RCHGF002051	810	589.409	0	0
RCHGF002052	783	562.409	0	0
RCHGF002053	321	109.429	0	0
RCHGF002054	1092	871.409	0	0
RCHGF002055	225	45.2857	0	0
RCHGF002056	228	48.2857	0	0
RCHGF002057	357	145.429	0	0
RCHGF002059	444	223.409	0	0
RCHGF002060	198	28.2	0	0
RCHGF002061	1899	1678.41	0	0
RCHGF002062	117	118	0	0
RCHGF002063	1188	967.409	0	0
RCHGF002064	204	29.1667	0	0
RCHGF002065	231	51.2857	0	0
RCHGF002066	417	196.409	0	0
RCHGF002067	357	145.429	0	0
RCHGF002068	222	42.2857	0	0
RCHGF002069	1683	1462.41	0	0
RCHGF002070	621	400.409	0	0
RCHGF002071	906	685.409	0	0
RCHGF002072	1005	784.409	0	0
RCHGF002073	2187	1966.41	0	0
RCHGF002074	2448	2227.41	0	0
RCHGF002075	402	190.429	0	0
RCHGF002076	501	280.409	0	0
RCHGF002077	486	265.409	0	0
RCHGF002078	267	79.1875	0	0
RCHGF002079	219	39.2857	0	0
RCHGF002080	141	2.5	0	0
RCHGF002081	1194	973.409	0	0
RCHGF002082	1392	1171.41	0	0
RCHGF002083	381	169.429	0	0
RCHGF002084	327	115.429	0	0
RCHGF002085	3057	2836.41	0	0
RCHGF002086	378	166.429	0	0
RCHGF002087	384	172.429	0	0
RCHGF002088	138	139	0	0
RCHGF002089	918	697.409	0	0
RCHGF002090	486	265.409	0	0
RCHGF002091	123	124	0	0
RCHGF002092	429	208.409	0	0
RCHGF002093	624	403.409	0	0
RCHGF002094	639	418.409	0	0
RCHGF002095	1362	1141.41	0	0
RCHGF002097	411	190.409	0	0
RCHGF002099	1776	1555.41	0	0
RCHGF002101	1461	1240.41	0	0
RCHGF002102	1401	1180.41	0	0
RCHGF002103	2220	1999.41	0	0
RCHGF002104	1272	1051.41	0	0
RCHGF002105	2247	2026.41	0	0
RCHGF002106	696	475.409	0	0
RCHGF002107	615	394.409	0	0
RCHGF002108	837	616.409	0	0
RCHGF002109	378	166.429	0	0
RCHGF002110	594	373.409	0	0
RCHGF002111	525	304.409	0	0
RCHGF002112	1308	1087.41	0	0
RCHGF002113	153	10.5	0	0
RCHGF002114	117	118	0	0
RCHGF002115	924	703.409	0	0
RCHGF002116	135	136	0	0
RCHGF002117	1317	1096.41	0	0
RCHGF002118	1920	1699.41	0	0
RCHGF002119	1332	1111.41	0	0
RCHGF002120	996	775.409	0	0
RCHGF002121	189	29.4286	0	0
RCHGF002122	369	157.429	0	0
RCHGF002123	222	42.2857	0	0
RCHGF002124	138	139	0	0
RCHGF002125	618	397.409	0	0
RCHGF002126	1245	1024.41	0	0
RCHGF002127	792	571.409	0	0
RCHGF002128	1941	1720.41	0	0
RCHGF002129	459	238.409	0	0
RCHGF002130	324	112.429	0	0
RCHGF002131	402	190.429	0	0
RCHGF002132	585	364.409	0	0
RCHGF002133	912	691.409	0	0
RCHGF002134	2379	2158.41	0	0
RCHGF002135	804	583.409	0	0
RCHGF002136	912	691.409	0	0
RCHGF002137	615	394.409	0	0
RCHGF002138	1359	1138.41	0	0
RCHGF002139	126	127	0	0
RCHGF002140	237	53.7333	0	0
RCHGF002141	138	139	0	0
RCHGF002142	642	421.409	0	0
RCHGF002143	699	478.409	0	0
RCHGF002144	714	493.409	0	0
RCHGF002145	1188	967.409	1	40627
RCHGF002146	252	68.7333	0	0
RCHGF002147	2337	2116.41	0	0
RCHGF002148	951	730.409	0	0
RCHGF002149	1254	1033.41	0	0
RCHGF002150	309	102.55	0	0
RCHGF002151	1044	823.409	0	0
RCHGF002152	1920	1699.41	0	0
RCHGF002153	441	220.409	0	0
RCHGF002154	306	99.55	0	0
RCHGF002155	594	373.409	0	0
RCHGF002156	1749	1528.41	0	0
RCHGF002157	1440	1219.41	0	0
RCHGF002158	660	439.409	0	0
RCHGF002159	1350	1129.41	0	0
RCHGF002160	189	29.4286	0	0
RCHGF002162	1602	1381.41	0	0
RCHGF002164	1833	1612.41	0	0
RCHGF002165	1311	1090.41	0	0
RCHGF002166	585	364.409	0	0
RCHGF002167	540	319.409	0	0
RCHGF002168	753	532.409	0	0
RCHGF002169	1230	1009.41	0	0
RCHGF002170	1089	868.409	0	0
RCHGF002171	414	193.409	0	0
RCHGF002172	288	86.4211	0	0
RCHGF002173	150	10	0	0
RCHGF002174	531	310.409	0	0
RCHGF002175	1575	1354.41	0	0
RCHGF002176	846	625.409	0	0
RCHGF002177	1893	1672.41	0	0
RCHGF002178	1629	1408.41	0	0
RCHGF002180	1701	1480.41	0	0
RCHGF002181	126	127	0	0
RCHGF002183	429	208.409	0	0
RCHGF002185	984	763.409	0	0
RCHGF002186	711	490.409	0	0
RCHGF002187	204	29.1667	0	0
RCHGF002188	222	42.2857	0	0
RCHGF002189	438	217.409	0	0
RCHGF002190	126	127	0	0
RCHGF002191	870	649.409	0	0
RCHGF002192	1311	1090.41	0	0
RCHGF002193	960	739.409	0	0
RCHGF002194	1404	1183.41	0	0
RCHGF002195	1917	1696.41	0	0
RCHGF002196	114	115	0	0
RCHGF002197	888	667.409	0	0
RCHGF002198	183	27.6667	0	0
RCHGF002199	1902	1681.41	0	0
RCHGF002200	747	526.409	0	0
RCHGF002201	1005	784.409	0	0
RCHGF002202	666	445.409	0	0
RCHGF002203	2166	1945.41	0	0
RCHGF002204	2166	1945.41	0	0
RCHGF002205	309	102.55	0	0
RCHGF002206	933	712.409	0	0
RCHGF002207	429	208.409	0	0
RCHGF002208	1032	811.409	0	0
RCHGF002209	1572	1351.41	0	0
RCHGF002210	4344	4123.41	0	0
RCHGF002211	129	130	0	0
RCHGF002212	390	178.429	0	0
RCHGF002213	489	268.409	0	0
RCHGF002214	615	394.409	0	0
RCHGF002215	648	427.409	0	0
RCHGF002216	486	265.409	0	0
RCHGF002217	954	733.409	0	0
RCHGF002218	1185	964.409	0	0
RCHGF002219	696	475.409	0	0
RCHGF002220	366	154.429	0	0
RCHGF002221	198	28.2	0	0
RCHGF002222	780	559.409	0	0
RCHGF002224	1179	958.409	0	0
RCHGF002225	705	484.409	0	0
RCHGF002226	2169	1948.41	0	0
RCHGF002227	174	31.5	0	0
RCHGF002228	1095	874.409	0	0
RCHGF002230	618	397.409	0	0
RCHGF002231	368	156.429	0	0
RCHGF002233	852	631.409	0	0
RCHGF002234	321	109.429	0	0
RCHGF002235	126	127	0	0
RCHGF002236	1686	1465.41	0	0
RCHGF002237	699	478.409	0	0
RCHGF002238	1107	886.409	0	0
RCHGF002239	1191	970.409	0	0
RCHGF002240	1242	1021.41	0	0
RCHGF002241	1860	1639.41	0	0
RCHGF002242	390	178.429	0	0
RCHGF002243	1525	1304.41	0	0
RCHGF002246	618	397.409	0	0
RCHGF002247	189	29.4286	0	0
RCHGF002248	372	160.429	0	0
RCHGF002249	705	484.409	0	0
RCHGF002250	243	59.7333	0	0
RCHGF002251	516	295.409	0	0
RCHGF002252	549	328.409	0	0
RCHGF002253	1518	1297.41	0	0
RCHGF002254	837	616.409	0	0
RCHGF002255	1398	1177.41	0	0
RCHGF002256	390	178.429	0	0
RCHGF002257	147	7	0	0
RCHGF002258	2811	2590.41	0	0
RCHGF002259	474	253.409	0	0
RCHGF002260	288	86.4211	0	0
RCHGF002261	1344	1123.41	0	0
RCHGF002262	174	31.5	0	0
RCHGF002263	987	766.409	0	0
RCHGF002264	645	424.409	0	0
RCHGF002265	1038	817.409	0	0
RCHGF002266	1326	1105.41	0	0
RCHGF002267	780	559.409	0	0
RCHGF002268	666	445.409	0	0
RCHGF002269	444	223.409	0	0
RCHGF002270	846	625.409	0	0
RCHGF002271	195	31.75	0	0
RCHGF002272	213	33.2857	0	0
RCHGF002273	195	31.75	0	0
RCHGF002274	408	196.429	0	0
RCHGF002275	1101	880.409	0	0
RCHGF002276	1353	1132.41	0	0
RCHGF002277	984	763.409	0	0
RCHGF002279	1083	862.409	0	0
RCHGF002280	120	121	0	0
RCHGF002281	1815	1594.41	0	0
RCHGF002282	135	136	0	0
RCHGF002283	426	205.409	0	0
RCHGF002284	648	427.409	0	0
RCHGF002285	1968	1747.41	0	0
RCHGF002286	771	550.409	0	0
RCHGF002287	993	772.409	0	0
RCHGF002288	687	466.409	0	0
RCHGF002289	555	334.409	0	0
RCHGF002290	744	523.409	0	0
RCHGF002291	1176	955.409	0	0
RCHGF002292	1578	1357.41	0	0
RCHGF002293	267	79.1875	0	0
RCHGF002294	366	154.429	0	0
RCHGF002295	114	115	0	0
RCHGF002296	228	48.2857	0	0
RCHGF002297	1512	1291.41	0	0
RCHGF002299	504	283.409	0	0
RCHGF002300	912	691.409	0	0
RCHGF002301	1800	1579.41	0	0
RCHGF002302	711	490.409	0	0
RCHGF002303	816	595.409	0	0
RCHGF002304	750	529.409	0	0
RCHGF002305	474	253.409	0	0
RCHGF002306	393	181.429	0	0
RCHGF002307	1161	940.409	0	0
RCHGF002308	705	484.409	0	0
RCHGF002309	735	514.409	0	0
RCHGF002310	495	274.409	0	0
RCHGF002311	126	127	0	0
RCHGF002312	813	592.409	0	0
RCHGF002313	1236	1015.41	0	0
RCHGF002314	657	436.409	0	0
RCHGF002315	138	139	0	0
RCHGF002316	546	325.409	0	0
RCHGF002317	2274	2053.41	0	0
RCHGF002318	459	238.409	0	0
RCHGF002319	771	550.409	0	0
RCHGF002320	816	595.409	0	0
RCHGF002321	966	745.409	0	0
RCHGF002322	1002	781.409	0	0
RCHGF002323	501	280.409	0	0
RCHGF002324	1308	1087.41	0	0
RCHGF002325	1515	1294.41	0	0
RCHGF002326	660	439.409	0	0
RCHGF002327	1062	841.409	0	0
RCHGF002328	1404	1183.41	0	0
