"id","Category","Locus","Gene Name","Aliases","Assigned Function","deseq2_log2_FC","Avg. Expression","lfc SE","wald stat","p-value","deseq2_q_value","ERGO_Function","GenBank_Function","strand","length_nt","length_aa","GRAVY","Molecular_Weight","Iso_electric_Point","gene_name","Kegg_Orthology","COG_Category_description","KEGG_Pathway_names","COG_category_eggnog","seed_ortholog_eggnog","evalue_eggnog","score_eggnog","Description_eggnog","Preferred_name_eggnog","GOs_eggnog","EC_eggnog","KEGG_ko_eggnog","KEGG_Pathway_eggnog","KEGG_Module_eggnog","KEGG_Reaction_eggnog","KEGG_rclass_eggnog","BRITE_eggnog","KEGG_TC_eggnog","CAZy_eggnog","BiGG_Reaction_eggnog","PFAMs_eggnog","TransAAP_Transporter_Family","TransAAP_Subfamily","TransAAP_Substrate_Function"
"RVCYZ000755","metabolic process;cellular process;","NODE_3_length_211607_cov_32.456019","tal","tal, pgaptmp_000906, extdb:pgaptmp_000906","Transaldolase (EC 2.2.1.2)",-2.03,20400,0.138,-14.8,2.60E-49,6.76E-48,"Transaldolase (EC 2.2.1.2)","transaldolase (EC 2.2.1.2)","negative",1104,368,-0.176630434782609,39861.5131,4.67034912109375,"tal","K00616 - E2.2.1.2, talA, talB - transaldolase [EC:2.2.1.2] [2.2.1.2]","(H) Coenzyme metabolis","Pentose phosphate pathway; Metabolic pathways; Biosynthesis of secondary metabolites; Microbial metabolism in diverse environments; NA; Carbon metabolism; Biosynthesis of amino acids","H","552531.BIF_00287",9.80E-258,707,"Transaldolase is important for the balance of metabolites in the pentose-phosphate pathway","tal","-","2.2.1.2","ko:K00616","ko00030,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map01100,map01110,map01120,map01130,map01200,map01230","M00004,M00007","R01827","RC00439,RC00604","ko00000,ko00001,ko00002,ko01000","-","-","-","TAL_FSA","NA","NA","NA"
"RVCYZ000756","metabolic process;","NODE_3_length_211607_cov_32.456019","tkt","tkt, pgaptmp_000907, extdb:pgaptmp_000907","Transketolase (EC 2.2.1.1)",-2.32,44400,0.152,-15.3,5.97E-53,1.95E-51,"Transketolase (EC 2.2.1.1)","transketolase (EC 2.2.1.1)","negative",2094,698,-0.388108882521489,76359.4272000004,4.78839111328125,"tkt","K00615 - E2.2.1.1, tktA, tktB - transketolase [EC:2.2.1.1] [2.2.1.1]","(H) Coenzyme metabolis","Pentose phosphate pathway; Carbon fixation in photosynthetic organisms; Biosynthesis of ansamycins; Metabolic pathways; Biosynthesis of secondary metabolites; Microbial metabolism in diverse environments; NA; Carbon metabolism; Biosynthesis of amino acids","H","552531.BIF_00963",0,1420,"Belongs to the transketolase family","tkt","GO:0005575,GO:0005576,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0008150,GO:0016020,GO:0030312,GO:0040007,GO:0044424,GO:0044444,GO:0044464,GO:0071944","2.2.1.1","ko:K00615","ko00030,ko00710,ko01051,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map00710,map01051,map01100,map01110,map01120,map01130,map01200,map01230","M00004,M00007,M00165,M00167","R01067,R01641,R01830,R06590","RC00032,RC00226,RC00571,RC01560","ko00000,ko00001,ko00002,ko01000","-","-","-","Transket_pyr,Transketolase_C,Transketolase_N","NA","NA","NA"
"RVCYZ000763","Uncategorized;","NODE_4_length_201150_cov_39.214667","null","pgaptmp_000913, extdb:pgaptmp_000913","Monosaccharide translocase (flippase type)",-1.01,1590,0.099,-10.2,2.92E-24,1.87E-23,"Monosaccharide translocase (flippase type)","GtrA family protein","positive",555,185,0.327567567567567,21596.262,9.59735107421875,"None","K02074 - ABC.ZM.A - zinc/manganese transport system ATP-binding protein; K09921 - K09921 - uncharacterized protein","(S) Function Unknown","-","S","552531.BIF_01563",1.74E-130,370,"GtrA-like protein","-","-","-","-","-","-","-","-","-","-","-","-","GtrA","NA","NA","NA"
"RVCYZ000765","Uncategorized;","NODE_4_length_201150_cov_39.214667","null","pgaptmp_000915, extdb:pgaptmp_000915","Hypothetical cytosolic protein",-1.75,5970,0.0961,-18.2,2.85E-74,2.70E-72,"Hypothetical cytosolic protein","phenylpyruvate tautomerase MIF-related protein","positive",345,115,-0.131304347826087,12533.0345,4.84979248046875,"None","K03733 - xerC - integrase/recombinase XerC; K09823 - zur - Fur family transcriptional regulator, zinc uptake regulator","(S) Function Unknown","-","S","552531.BIF_01352",9.48E-83,244,"Macrophage migration inhibitory factor (MIF)","-","-","-","-","-","-","-","-","-","-","-","-","MIF","NA","NA","NA"
"RVCYZ000777","metabolic process;cellular process;response to stimulus;biological regulation;","NODE_4_length_201150_cov_39.214667","null","pgaptmp_000927, extdb:pgaptmp_000927","Multimodular transpeptidase-transglycosylase",-1.03,9570,0.0865,-11.9,8.25E-33,7.96E-32,"Multimodular transpeptidase-transglycosylase","transglycosylase domain-containing protein (EC 2.4.-.-)","positive",2406,802,-0.620573566084787,85157.6106000003,5.37078857421875,"None","K00824 - dat - D-alanine transaminase [EC:2.6.1.21] [2.6.1.21]","(M) Cell wall/membrane/envelop biogenesis","-","M","552531.BIF_00763",0,1347,"Transglycosylase","pbp5","-","-","-","-","-","-","-","-","-","-","-","Transgly,Transpeptidase","NA","NA","NA"
"RVCYZ000787","Uncategorized;","NODE_4_length_201150_cov_39.214667","null","pgaptmp_000937, extdb:pgaptmp_000937","Hypothetical protein",1.03,144,0.271,3.81,1.37E-04,2.21E-04,"Hypothetical protein","DUF4244 domain-containing protein","negative",273,91,0.169230769230769,9938.43559999999,8.19940185546875,"None","NA","(S) Function Unknown","-","S","552531.BIF_00242",4.93E-52,165,"Protein of unknown function (DUF4244)","-","-","-","-","-","-","-","-","-","-","-","-","DUF4244","NA","NA","NA"
"RVCYZ000799","Uncategorized;","NODE_4_length_201150_cov_39.214667","null","pgaptmp_000949, extdb:pgaptmp_000949","Hypothetical cytosolic protein",-2.12,11000,0.162,-13.1,3.26E-39,4.42E-38,"Hypothetical cytosolic protein","phasin family protein","negative",345,115,-0.862608695652174,12304.5066,5.28533935546875,"None","NA","(S) Function Unknown","-","S","552531.BIF_00784",3.85E-69,210,"granule-associated protein","-","-","-","-","-","-","-","-","-","-","-","-","Phasin","NA","NA","NA"
"RVCYZ000849","Uncategorized;","NODE_4_length_201150_cov_39.214667","null","pgaptmp_001000, extdb:pgaptmp_001000","NA",1.44,961,0.136,10.6,3.85E-26,2.73E-25,"NA","hypothetical protein","positive",540,180,0.286666666666666,19977.1257,8.10638427734375,"None","NA","NA","-","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"RVCYZ000850","Uncategorized;","NODE_4_length_201150_cov_39.214667","null","pgaptmp_001001, extdb:pgaptmp_001001","Hypothetical protein",1.75,407,0.148,11.8,3.64E-32,3.41E-31,"Hypothetical protein","DUF1778 domain-containing protein","positive",264,88,-0.594318181818182,10253.4802,5.34466552734375,"None","NA","(S) Function Unknown","-","S","552531.BIF_01394",2.58E-56,175,"Protein of unknown function (DUF1778)","-","-","-","-","-","-","-","-","-","-","-","-","DUF1778","NA","NA","NA"
"RVCYZ000851","Uncategorized;","NODE_4_length_201150_cov_39.214667","null","pgaptmp_001002, extdb:pgaptmp_001002","Acetyltransferase (EC 2.3.1.-)",1.37,569,0.144,9.51,2.00E-21,1.15E-20,"Acetyltransferase (EC 2.3.1.-)","GNAT family N-acetyltransferase (EC 2.3.1.-)","positive",504,168,-0.268452380952381,18871.1808,6.50177001953125,"None","NA","(S) Function Unknown","-","S","552531.BIF_01393",5.95E-121,345,"Acetyltransferase (GNAT) family","-","-","-","-","-","-","-","-","-","-","-","-","Acetyltransf_1,Acetyltransf_7","NA","NA","NA"
"RVCYZ000853","Uncategorized;","NODE_4_length_201150_cov_39.214667","null","pgaptmp_001004, extdb:pgaptmp_001004","Hypothetical cytosolic protein",1.17,883,0.203,5.79,7.00E-09,1.71E-08,"Hypothetical cytosolic protein","DUF4392 domain-containing protein","negative",957,319,0.013166144200627,34179.7016,6.20355224609375,"None","NA","(S) Function Unknown","-","S","552531.BIF_01419",3.05E-234,644,"Domain of unknown function (DUF4392)","-","-","-","-","-","-","-","-","-","-","-","-","DUF4392","NA","NA","NA"
"RVCYZ000854","Uncategorized;","NODE_4_length_201150_cov_39.214667","null","pgaptmp_001005, extdb:pgaptmp_001005","Acetyl-CoA carboxylase biotin-containing subunit (EC 6.4.1.2) / Propionyl-CoA carboxylase biotin-containing subunit (EC 6.4.1.3)",1.37,119,0.431,3.18,0.00147,0.00211,"Acetyl-CoA carboxylase biotin-containing subunit (EC 6.4.1.2) / Propionyl-CoA carboxylase biotin-containing subunit (EC 6.4.1.3)","acetyl-CoA carboxylase biotin carboxyl carrier protein subunit","negative",432,144,-0.509722222222222,15174.7967,10.0510864257813,"None","NA","NA","-","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"RVCYZ000855","Uncategorized;","NODE_4_length_201150_cov_39.214667","null","pgaptmp_001006, extdb:pgaptmp_001006","Acetyl-/propionyl-coenzyme A carboxylase alpha chain",1.05,409,0.134,7.81,5.63E-15,2.21E-14,"Acetyl-/propionyl-coenzyme A carboxylase alpha chain","hypothetical protein","negative",456,152,-0.313157894736842,16774.5775,4.81976318359375,"None","NA","(I) Lipid metabolism","Fatty acid biosynthesis; Valine, leucine and isoleucine degradation; Pyruvate metabolism; Glyoxylate and dicarboxylate metabolism; Propanoate metabolism; Metabolic pathways; Biosynthesis of secondary metabolites; Microbial metabolism in diverse environments; NA; Carbon metabolism; Fatty acid metabolism","I","552531.BIF_01420",1.80E-101,304,"Biotin carboxylase C-terminal domain","accBC3","-","6.3.4.14,6.4.1.2,6.4.1.3","ko:K11263","ko00061,ko00280,ko00620,ko00630,ko00640,ko01100,ko01110,ko01120,ko01130,ko01200,ko01212,map00061,map00280,map00620,map00630,map00640,map01100,map01110,map01120,map01130,map01200,map01212","M00082,M00741","R00742,R01859,R04385","RC00040,RC00097,RC00253,RC00367,RC00609","ko00000,ko00001,ko00002,ko01000","-","-","-","Biotin_carb_C,Biotin_carb_N,Biotin_lipoyl,CPSase_L_D2","NA","NA","NA"
"RVCYZ000856","Uncategorized;","NODE_4_length_201150_cov_39.214667","null","pgaptmp_001007","Hypothetical protein",1.01,769,0.151,6.68,2.44E-11,7.33E-11,"Hypothetical protein","biotin carboxylase N-terminal domain-containing protein","negative",732,244,0.116393442622951,26150.3026,5.02545166015625,"None","NA","(I) Lipid metabolism","Fatty acid biosynthesis; Valine, leucine and isoleucine degradation; Pyruvate metabolism; Glyoxylate and dicarboxylate metabolism; Propanoate metabolism; Metabolic pathways; Biosynthesis of secondary metabolites; Microbial metabolism in diverse environments; NA; Carbon metabolism; Fatty acid metabolism","I","552531.BIF_01420",3.65E-166,473,"Biotin carboxylase C-terminal domain","accBC3","-","6.3.4.14,6.4.1.2,6.4.1.3","ko:K11263","ko00061,ko00280,ko00620,ko00630,ko00640,ko01100,ko01110,ko01120,ko01130,ko01200,ko01212,map00061,map00280,map00620,map00630,map00640,map01100,map01110,map01120,map01130,map01200,map01212","M00082,M00741","R00742,R01859,R04385","RC00040,RC00097,RC00253,RC00367,RC00609","ko00000,ko00001,ko00002,ko01000","-","-","-","Biotin_carb_C,Biotin_carb_N,Biotin_lipoyl,CPSase_L_D2","NA","NA","NA"
"RVCYZ000860","metabolic process;cellular process;biological regulation;","NODE_4_length_201150_cov_39.214667","null","pgaptmp_001011, extdb:pgaptmp_001011","Ribose operon repressor",1.22,2070,0.113,10.8,3.88E-27,2.89E-26,"Ribose operon repressor","LacI family DNA-binding transcriptional regulator","positive",1026,342,-0.084502923976608,37272.5526000001,5.51983642578125,"None","K03484 - scrR - LacI family transcriptional regulator, sucrose operon repressor","(K) Transcription","-","K","552531.BIF_01423",1.00E-244,676,"helix_turn _helix lactose operon repressor","-","-","-","ko:K03484","-","-","-","-","ko00000,ko03000","-","-","-","LacI,Peripla_BP_1,Peripla_BP_3","NA","NA","NA"
"RVCYZ000867","Uncategorized;","NODE_4_length_201150_cov_39.214667","null","pgaptmp_001018, extdb:pgaptmp_001018","CrcB family protein",1.05,3020,0.125,8.39,4.99E-17,2.19E-16,"CrcB family protein","CrcB family protein","negative",930,310,-0.059354838709678,33786.6081,7.83892822265625,"None","K06199 - crcB, FEX - fluoride exporter","(U) Intracellular trafficing and secretion","-","U","552531.BIF_01439",3.73E-224,618,"Important for reducing fluoride concentration in the cell, thus reducing its toxicity","crcB","-","-","ko:K06199","-","-","-","-","ko00000,ko02000","1.A.43.1,1.A.43.2,1.A.43.3","-","-","CRCB","NA","NA","NA"
"RVCYZ000872","Uncategorized;","NODE_4_length_201150_cov_39.214667","null","pgaptmp_001023, extdb:pgaptmp_001023","Alcohol dehydrogenase [NADP+]  (EC 1.1.1.2)",1.12,2580,0.0872,12.8,1.01E-37,1.28E-36,"Alcohol dehydrogenase [NADP+]  (EC 1.1.1.2)","zinc-dependent alcohol dehydrogenase family protein","positive",1056,352,-0.045738636363636,37790.48,5.00677490234375,"None","K00001 - E1.1.1.1, adh - alcohol dehydrogenase [EC:1.1.1.1] [1.1.1.1]","(C) Energy production and conversion","Glycolysis / Gluconeogenesis; Fatty acid degradation; Tyrosine metabolism; Chloroalkane and chloroalkene degradation; Naphthalene degradation; Retinol metabolism; Metabolism of xenobiotics by cytochrome P450; Drug metabolism - cytochrome P450; Metabolic pathways; Biosynthesis of secondary metabolites; Microbial metabolism in diverse environments; NA; Degradation of aromatic compounds","C","552531.BIF_00993",7.83E-262,717,"Zinc-binding dehydrogenase","adh","-","1.1.1.1","ko:K00001","ko00010,ko00071,ko00350,ko00625,ko00626,ko00830,ko00980,ko00982,ko01100,ko01110,ko01120,ko01130,ko01220,map00010,map00071,map00350,map00625,map00626,map00830,map00980,map00982,map01100,map01110,map01120,map01130,map01220","-","R00623,R00754,R02124,R04805,R04880,R05233,R05234,R06917,R06927,R07105,R08281,R08306,R08310","RC00050,RC00087,RC00088,RC00099,RC00116,RC00649,RC01734,RC02273","ko00000,ko00001,ko01000","-","-","-","ADH_N,ADH_N_assoc,ADH_zinc_N","NA","NA","NA"
"RVCYZ000873","Uncategorized;","NODE_4_length_201150_cov_39.214667","null","pgaptmp_001024, extdb:pgaptmp_001024","Predicted nucleoside-diphosphate-sugar epimerase",1.67,1830,0.137,12.2,3.33E-34,3.50E-33,"Predicted nucleoside-diphosphate-sugar epimerase","SDR family oxidoreductase","positive",786,262,-0.497709923664123,28621.6615,5.40887451171875,"None","NA","(G) Carbohydrate metabolism and transport; (M) Cell wall/membrane/envelop biogenesis","-","GM","552531.BIF_00461",3.29E-189,525,"NmrA-like family","-","-","-","-","-","-","-","-","-","-","-","-","NAD_binding_10","NA","NA","NA"
"RVCYZ000874","Uncategorized;","NODE_4_length_201150_cov_39.214667","null","pgaptmp_001025, extdb:pgaptmp_001025","Flavodoxin",1.58,943,0.135,11.7,1.84E-31,1.64E-30,"Flavodoxin","flavodoxin","positive",471,157,-0.428662420382166,17216.8228,5.27142333984375,"None","K21572 - susD - starch-binding outer membrane protein, SusD/RagB family","(C) Energy production and conversion","-","C","552531.BIF_00462",1.97E-111,320,"Flavodoxin","-","-","-","-","-","-","-","-","-","-","-","-","Flavodoxin_4","NA","NA","NA"
"RVCYZ000875","Uncategorized;","NODE_4_length_201150_cov_39.214667","null","pgaptmp_001026, extdb:pgaptmp_001026","Transcriptional regulator, MerR family",1.58,1410,0.12,13.1,1.72E-39,2.48E-38,"Transcriptional regulator, MerR family","MerR family transcriptional regulator","negative",945,315,-0.240634920634921,35258.6702,5.28863525390625,"None","NA","(K) Transcription","-","K","78344.BIGA_0056",4.66E-49,167,"helix_turn_helix, mercury resistance","-","-","-","-","-","-","-","-","-","-","-","-","MerR_1","NA","NA","NA"
"RVCYZ000876","Uncategorized;","NODE_4_length_201150_cov_39.214667","null","pgaptmp_001027, extdb:pgaptmp_001027","Flavodoxin",1.22,349,0.149,8.18,2.79E-16,1.18E-15,"Flavodoxin","flavodoxin","positive",477,159,-0.39685534591195,17669.7988,5.05914306640625,"None","K21572 - susD - starch-binding outer membrane protein, SusD/RagB family","(C) Energy production and conversion","-","C","552531.BIF_02032",7.30E-110,318,"Flavodoxin","-","-","-","-","-","-","-","-","-","-","-","-","Flavodoxin_4","NA","NA","NA"
"RVCYZ000877","Uncategorized;","NODE_4_length_201150_cov_39.214667","null","pgaptmp_001028, extdb:pgaptmp_001028","Vanillate O-demethylase oxidoreductase (EC 1.14.13.-)",1.09,1620,0.128,8.54,1.37E-17,6.27E-17,"Vanillate O-demethylase oxidoreductase (EC 1.14.13.-)","ferric reductase","positive",1293,431,0.366125290023203,48563.8393000001,9.73345947265625,"None","NA","(P) Inorganic ion transport and metabolism","-","P","552531.BIF_00724",0,868,"nitric oxide dioxygenase activity","-","-","-","-","-","-","-","-","-","-","-","-","FAD_binding_6,FAD_binding_8,NAD_binding_1","NA","NA","NA"
"RVCYZ000878","Uncategorized;","NODE_4_length_201150_cov_39.214667","null","pgaptmp_001029, extdb:pgaptmp_001029","Hypothetical cytosolic protein",1.5,127,0.186,8.09,6.12E-16,2.53E-15,"Hypothetical cytosolic protein","hypothetical protein","positive",180,60,0.06,6693.5504,6.89837646484375,"None","NA","NA","-","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"RVCYZ000880","metabolic process;cellular process;biological regulation;","NODE_4_length_201150_cov_39.214667","null","pgaptmp_001031, extdb:pgaptmp_001031","Transcriptional regulatory protein",1.04,1080,0.139,7.52,5.28E-14,1.94E-13,"Transcriptional regulatory protein","LysR family transcriptional regulator","negative",867,289,-0.204498269896194,32713.0867,6.68023681640625,"None","K04761 - oxyR - LysR family transcriptional regulator, hydrogen peroxide-inducible genes activator","(K) Transcription","-","K","552531.BIF_00364",5.51E-206,570,"Bacterial regulatory helix-turn-helix protein, lysR family","-","-","-","-","-","-","-","-","-","-","-","-","HTH_1,LysR_substrate","NA","NA","NA"
"RVCYZ000887","Uncategorized;","NODE_4_length_201150_cov_39.214667","null","pgaptmp_001038, extdb:pgaptmp_001038","Hypothetical protein",1.22,960,0.0906,13.5,1.47E-41,2.45E-40,"Hypothetical protein","hypothetical protein","positive",261,87,-0.098850574712644,9565.84759999999,8.13983154296875,"None","NA","(S) Function Unknown","-","S","873449.STRCR_1567",4.88E-16,75.1,"NADPH-dependent FMN reductase","-","-","-","-","-","-","-","-","-","-","-","-","FMN_red","NA","NA","NA"
"RVCYZ000890","Uncategorized;","NODE_4_length_201150_cov_39.214667","null","pgaptmp_001041, extdb:pgaptmp_001041","Hypothetical membrane associated protein",1.02,1540,0.0907,11.2,2.32E-29,1.90E-28,"Hypothetical membrane associated protein","hypothetical protein","positive",1158,386,0.039896373056995,40303.4684,4.45892333984375,"None","NA","NA","-","V","552531.BIF_01588",6.74E-271,743,"Beta-lactamase","-","-","-","-","-","-","-","-","-","-","-","-","Beta-lactamase2","NA","NA","NA"
"RVCYZ000899","Uncategorized;","NODE_4_length_201150_cov_39.214667","null","pgaptmp_001052, extdb:pgaptmp_001052","Integral membrane protein",1.06,347,0.206,5.15,2.60E-07,5.46E-07,"Integral membrane protein","GlsB/YeaQ/YmgE family stress response membrane protein","positive",252,84,1.21071428571429,8553.18719999999,10.8345336914063,"None","NA","(S) Function Unknown","-","S","552531.BIF_01956",4.12E-47,151,"Transglycosylase associated protein","-","-","-","-","-","-","-","-","-","-","-","-","Transgly_assoc","NA","NA","NA"
"RVCYZ000901","Uncategorized;","NODE_4_length_201150_cov_39.214667","null","pgaptmp_001054, extdb:pgaptmp_001054","Hypothetical membrane associated protein",-1.63,2950,0.122,-13.4,1.03E-40,1.60E-39,"Hypothetical membrane associated protein","hypothetical protein","negative",336,112,0.767857142857142,12926.1677,6.69586181640625,"None","NA","NA","-","-","552531.BIF_01505",3.36E-77,229,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","NA","NA","NA"
"RVCYZ000918","Uncategorized;","NODE_4_length_201150_cov_39.214667","null","pgaptmp_001071, extdb:pgaptmp_001071","Hypothetical secreted protein",-1.95,3500,0.212,-9.19,3.82E-20,2.02E-19,"Hypothetical secreted protein","hypothetical protein","positive",225,75,-0.569333333333334,8322.0629,4.08953857421875,"None","K02986 - RP-S4, rpsD - small subunit ribosomal protein S4; K04084 - dsbD - thiol:disulfide interchange protein DsbD [EC:1.8.1.8] [1.8.1.8]","NA","-","-","552531.BIF_01955",9.18E-49,155,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","NA","NA","NA"
"RVCYZ000920","Uncategorized;","NODE_4_length_201150_cov_39.214667","null","pgaptmp_001073, extdb:pgaptmp_001073","Hypothetical cytosolic protein",1.22,1390,0.114,10.7,7.33E-27,5.36E-26,"Hypothetical cytosolic protein","sterol carrier family protein","positive",405,135,-0.171111111111111,14708.7512,5.30035400390625,"None","NA","(I) Lipid metabolism","-","I","552531.BIF_01021",2.16E-92,270,"Sterol carrier protein","-","-","-","-","-","-","-","-","-","-","-","-","MDMPI_C,MDMPI_N","NA","NA","NA"
"RVCYZ000927","Uncategorized;","NODE_5_length_182317_cov_42.075646","null","pgaptmp_001081, extdb:pgaptmp_001081","NA",-2.5,5540,0.163,-15.3,1.26E-52,3.76E-51,"NA","hypothetical protein","negative",216,72,-1.27916666666667,8127.8072,5.00738525390625,"None","NA","NA","-","-","1690.BPSG_1511",3.18E-41,135,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","NA","NA","NA"
"RVCYZ000930","biological regulation;","NODE_5_length_182317_cov_42.075646","null","pgaptmp_001084, extdb:pgaptmp_001084","Phage shock protein A",-2.4,9850,0.12,-20,1.44E-88,2.57E-86,"Phage shock protein A","PspA/IM30 family protein","negative",696,232,-0.539655172413794,24979.6099,5.02203369140625,"None","K03969 - pspA - phage shock protein A","(K) Transcription; (T) Signal Transduction","-","KT","552531.BIF_00549",3.33E-149,421,"PspA/IM30 family","pspA","-","-","ko:K03969","-","-","-","-","ko00000","-","-","-","PspA_IM30","NA","NA","NA"
"RVCYZ000931","Uncategorized;","NODE_5_length_182317_cov_42.075646","null","pgaptmp_001085, extdb:pgaptmp_001085","PE-PGRS family protein",-1.64,3890,0.111,-14.8,1.18E-49,3.13E-48,"PE-PGRS family protein","hypothetical protein","negative",1299,433,-0.564665127020785,47210.0634000001,5.59356689453125,"None","NA","(S) Function Unknown","-","S","552531.BIF_00550",8.06E-293,857,"COG1512 Beta-propeller domains of methanol dehydrogenase type","-","-","-","-","-","-","-","-","-","-","-","-","-","NA","NA","NA"
"RVCYZ000934","Uncategorized;","NODE_5_length_182317_cov_42.075646","null","pgaptmp_001088, extdb:pgaptmp_001088","Protein tyrosine phosphatase (EC 3.1.3.48)",-1.48,4130,0.0966,-15.3,6.08E-53,1.95E-51,"Protein tyrosine phosphatase (EC 3.1.3.48)","tyrosine-protein phosphatase (EC 3.1.3.48)","negative",768,256,-0.162109375,28881.5952,5.01287841796875,"None","K01104 - E3.1.3.48 - protein-tyrosine phosphatase [EC:3.1.3.48] [3.1.3.48]","(T) Signal Transduction","-","T","552531.BIF_00228",1.70E-188,523,"Tyrosine phosphatase family","-","-","3.1.3.48","ko:K01104","-","-","-","-","ko00000,ko01000","-","-","-","Acetyltransf_10,Y_phosphatase3","NA","NA","NA"
"RVCYZ000935","Uncategorized;","NODE_5_length_182317_cov_42.075646","null","pgaptmp_001089, extdb:pgaptmp_001089","Hypothetical protein",-2.24,2280,0.158,-14.2,4.96E-46,1.07E-44,"Hypothetical protein","hypothetical protein","negative",288,96,-1.30729166666667,10751.2523,3.99395751953125,"None","NA","NA","-","-","1690.BPSG_1502",5.39E-62,190,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","NA","NA","NA"
"RVCYZ000936","Uncategorized;","NODE_5_length_182317_cov_42.075646","null","pgaptmp_001090, extdb:pgaptmp_001090","Hypothetical protein",-3.15,3610,0.116,-27.2,2.06E-163,1.66E-160,"Hypothetical protein","hypothetical protein","negative",210,70,-1.50428571428571,8245.9779,4.91265869140625,"None","NA","NA","-","-","1690.BPSG_1139",2.30E-22,88.2,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","NA","NA","NA"
"RVCYZ000940","Uncategorized;","NODE_5_length_182317_cov_42.075646","null","pgaptmp_001094, extdb:pgaptmp_001094","Oxidoreductase (EC 1.1.1.-)",-1.23,3670,0.134,-9.22,2.92E-20,1.55E-19,"Oxidoreductase (EC 1.1.1.-)","NADPH-dependent FMN reductase","negative",564,188,-0.179255319148936,20485.6839,4.06134033203125,"None","NA","(S) Function Unknown","-","S","31954.BPSP_1507",2.28E-132,375,"NADPH-dependent FMN reductase","-","-","-","-","-","-","-","-","-","-","-","-","FMN_red","NA","NA","NA"
"RVCYZ000946","Uncategorized;","NODE_5_length_182317_cov_42.075646","null","pgaptmp_001100, extdb:pgaptmp_001100","ATP-dependent helicase",-1.29,1420,0.117,-10.9,7.10E-28,5.50E-27,"ATP-dependent helicase","CRISPR-associated protein","negative",2994,998,-0.323246492985971,110751.804600001,5.02191162109375,"None","K07012 - cas3 - CRISPR-associated endonuclease/helicase Cas3 [EC:3.1.-.- 3.6.4.-] [3.1.-.- 3.6.4.-]","(L) Replication and repair","-","L","552531.BIF_01989",0,1965,"CRISPR-associated helicase Cas3","cas3","-","-","ko:K07012","-","-","-","-","ko00000,ko01000,ko02048","-","-","-","Helicase_C","NA","NA","NA"
"RVCYZ000947","Uncategorized;","NODE_5_length_182317_cov_42.075646","csb2","csb2, pgaptmp_001101, extdb:pgaptmp_001101","Hypothetical protein",-1.88,941,0.109,-17.1,6.50E-66,3.88E-64,"Hypothetical protein","type I-U CRISPR-associated protein Csb2","negative",1635,545,-0.427155963302752,61268.2121000002,8.49615478515625,"csb2","K19132 - csb2 - CRISPR-associated protein Csb2","NA","-","-","552531.BIF_01988",0,1108,"-","-","-","-","ko:K19132","-","-","-","-","ko00000,ko02048","-","-","-","-","NA","NA","NA"
"RVCYZ000948","Uncategorized;","NODE_5_length_182317_cov_42.075646","cas7u","cas7u, pgaptmp_001102, extdb:pgaptmp_001102","Hypothetical membrane associated protein",-2.54,1670,0.151,-16.8,1.95E-63,1.05E-61,"Hypothetical membrane associated protein","type I-U CRISPR-associated RAMP protein Csb1/Cas7u","negative",1239,413,-0.256900726392252,44932.3512000001,5.63568115234375,"cas7u","K19131 - csb1 - CRISPR-associated protein Csb1","(S) Function Unknown","-","S","552531.BIF_01987",1.70E-293,802,"CRISPR-associated protein GSU0053 (Cas_GSU0053)","-","-","-","ko:K19131","-","-","-","-","ko00000,ko02048","-","-","-","Cas_GSU0053","NA","NA","NA"
"RVCYZ000954","Uncategorized;","NODE_5_length_182317_cov_42.075646","null","pgaptmp_001107, extdb:pgaptmp_001107","Hypothetical membrane spanning protein",-1.1,2730,0.126,-8.78,1.68E-18,8.18E-18,"Hypothetical membrane spanning protein","TMEM175 family protein","positive",582,194,0.523195876288659,21343.8674,5.12835693359375,"None","NA","(S) Function Unknown","-","S","552531.BIF_02181",8.85E-131,372,"Protein of unknown function (DUF1211)","-","-","-","-","-","-","-","-","-","-","-","-","DUF1211","NA","NA","NA"
